molecule_ID,MOL_ID,molecule_name,target_name,target_ID,drugbank_ID,validated,SVM_score,RF_score
1103,MOL001103,"[(3R)-3,7-dimethylocta-1,6-dien-3-yl] acetate",Gamma-aminobutyric-acid receptor subunit alpha-6,3284,841,,0.8841,0.72
1103,MOL001103,"[(3R)-3,7-dimethylocta-1,6-dien-3-yl] acetate",Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,,0.89493,0.702
1103,MOL001103,"[(3R)-3,7-dimethylocta-1,6-dien-3-yl] acetate",Ig gamma-1 chain C region,1201,4785,,0.893971,0.706
1121,MOL001121,19894-97-4,Cytochrome P450-cam,1143,2298,,0.90756,0.788
1121,MOL001121,19894-97-4,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,,0.986076,0.7
1121,MOL001121,19894-97-4,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.965126,0.706
114,MOL000114,vanillic acid,Prostaglandin G/H synthase 2,94,290,,0.811143,0.836
114,MOL000114,vanillic acid,Amine oxidase [flavin-containing] B,565,3939,,0.802624,0.758
114,MOL000114,vanillic acid,Amine oxidase [flavin-containing] A,566,3941,,0.853396,0.736
114,MOL000114,vanillic acid,Alpha-2A adrenergic receptor,105,318,,0.86091,0.704
114,MOL000114,vanillic acid,Prostaglandin G/H synthase 1,6,20,,0.80007,0.78
114,MOL000114,vanillic acid,Lysozyme,1172,2300,,0.829,0.7
114,MOL000114,vanillic acid,"Nitric oxide synthase, endothelial",4395,h001,validated,,
114,MOL000114,vanillic acid,"5,6-dihydroxyindole-2-carboxylic acid oxidase",4000,h001,validated,,
117,MOL000117,Cymol,Sodium-dependent noradrenaline transporter,186,540,,0.81925,0.72
117,MOL000117,Cymol,Lysozyme,1172,2300,,0.825,0.778
2085,MOL002085,alpha-Cubebene,Muscarinic acetylcholine receptor M3,16,51,,0.941011,0.706
2085,MOL002085,alpha-Cubebene,Muscarinic acetylcholine receptor M1,38,103,,0.92656,0.706
2085,MOL002085,alpha-Cubebene,Prostaglandin G/H synthase 2,94,290,,0.883578,0.7
2085,MOL002085,alpha-Cubebene,Muscarinic acetylcholine receptor M2,210,617,,0.927785,0.708
2085,MOL002085,alpha-Cubebene,Neuronal acetylcholine receptor subunit alpha-2,284,813,,0.868212,0.7
2085,MOL002085,alpha-Cubebene,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.952892,0.702
1184,MOL001184,bicyclogermacrene,Prostaglandin G/H synthase 1,6,20,,0.923086,0.702
1184,MOL001184,bicyclogermacrene,Prostaglandin G/H synthase 2,94,290,,0.946576,0.71
1184,MOL001184,bicyclogermacrene,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,,0.968779,0.7
1184,MOL001184,bicyclogermacrene,Muscarinic acetylcholine receptor M2,210,617,,0.948436,0.706
1184,MOL001184,bicyclogermacrene,Alpha-1B adrenergic receptor,216,632,,0.913523,0.702
1184,MOL001184,bicyclogermacrene,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.976435,0.712
1184,MOL001184,bicyclogermacrene,Nuclear receptor coactivator 2,3276,6241,,0.852387,0.71
1184,MOL001184,bicyclogermacrene,Gamma-aminobutyric-acid receptor subunit alpha-6,3284,841,,0.957466,0.708
119,MOL000119,ZINC02040970,Prostaglandin G/H synthase 2,94,290,,0.80113,0.74
119,MOL000119,ZINC02040970,Sodium-dependent noradrenaline transporter,186,540,,0.857217,0.714
119,MOL000119,ZINC02040970,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.803002,0.71
12,MOL000012,Arachic acid,Prostaglandin G/H synthase 1,6,20,,0.91847,0.72
12,MOL000012,Arachic acid,Prostaglandin G/H synthase 2,94,290,,0.94513,0.812
12,MOL000012,Arachic acid,Coagulation factor VII,123,369,,0.81024,0.704
12,MOL000012,Arachic acid,"mRNA of Protein-tyrosine phosphatase, non-receptor type 1",229,687,,0.9011,0.734
12,MOL000012,Arachic acid,Heat shock protein HSP 90,444,1939,,0.96429,0.728
12,MOL000012,Arachic acid,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404,,0.93276,0.726
12,MOL000012,Arachic acid,Ig gamma-1 chain C region,1201,4785,,0.955918,0.7
12,MOL000012,Arachic acid,Nuclear receptor coactivator 2,3276,6241,,0.873427,0.7
1201,MOL001201,"(1R,5R,7S)-4,7-dimethyl-7-(4-methylpent-3-enyl)bicyclo[3.1.1]hept-3-ene",Muscarinic acetylcholine receptor M3,16,51,,0.839758,0.73
1201,MOL001201,"(1R,5R,7S)-4,7-dimethyl-7-(4-methylpent-3-enyl)bicyclo[3.1.1]hept-3-ene",Muscarinic acetylcholine receptor M1,38,103,,0.861612,0.744
1201,MOL001201,"(1R,5R,7S)-4,7-dimethyl-7-(4-methylpent-3-enyl)bicyclo[3.1.1]hept-3-ene",Prostaglandin G/H synthase 2,94,290,,0.963114,0.728
1201,MOL001201,"(1R,5R,7S)-4,7-dimethyl-7-(4-methylpent-3-enyl)bicyclo[3.1.1]hept-3-ene",Retinoic acid receptor RXR-alpha,158,459,,0.93096,0.706
1201,MOL001201,"(1R,5R,7S)-4,7-dimethyl-7-(4-methylpent-3-enyl)bicyclo[3.1.1]hept-3-ene",Sodium-dependent noradrenaline transporter,186,540,,0.923344,0.726
1201,MOL001201,"(1R,5R,7S)-4,7-dimethyl-7-(4-methylpent-3-enyl)bicyclo[3.1.1]hept-3-ene",Muscarinic acetylcholine receptor M2,210,617,,0.864479,0.73
1201,MOL001201,"(1R,5R,7S)-4,7-dimethyl-7-(4-methylpent-3-enyl)bicyclo[3.1.1]hept-3-ene",Sodium-dependent dopamine transporter,239,713,,0.885695,0.702
1201,MOL001201,"(1R,5R,7S)-4,7-dimethyl-7-(4-methylpent-3-enyl)bicyclo[3.1.1]hept-3-ene",Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.948687,0.724
1201,MOL001201,"(1R,5R,7S)-4,7-dimethyl-7-(4-methylpent-3-enyl)bicyclo[3.1.1]hept-3-ene",Nuclear receptor coactivator 2,3276,6241,,0.882971,0.738
1201,MOL001201,"(1R,5R,7S)-4,7-dimethyl-7-(4-methylpent-3-enyl)bicyclo[3.1.1]hept-3-ene",Gamma-aminobutyric-acid receptor subunit alpha-6,3284,841,,0.911293,0.706
1217,MOL001217,()-Bornyl acetate,Muscarinic acetylcholine receptor M3,16,51,,0.93566,0.754
1217,MOL001217,()-Bornyl acetate,Muscarinic acetylcholine receptor M1,38,103,,0.93463,0.74
1217,MOL001217,()-Bornyl acetate,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,,0.96621,0.736
1217,MOL001217,()-Bornyl acetate,Gamma-aminobutyric-acid receptor alpha-3 subunit,200,580,,0.94446,0.722
1217,MOL001217,()-Bornyl acetate,Muscarinic acetylcholine receptor M2,210,617,,0.94844,0.746
1217,MOL001217,()-Bornyl acetate,Alpha-1B adrenergic receptor,216,632,,0.84036,0.718
1217,MOL001217,()-Bornyl acetate,Neuronal acetylcholine receptor subunit alpha-2,284,813,,0.81774,0.702
1217,MOL001217,()-Bornyl acetate,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.95577,0.764
1217,MOL001217,()-Bornyl acetate,Glutamate receptor 2,3216,921,,0.92728,0.718
1217,MOL001217,()-Bornyl acetate,Gamma-aminobutyric-acid receptor subunit alpha-6,3284,841,,0.93422,0.72
1217,MOL001217,()-Bornyl acetate,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,,0.921409,0.704
1217,MOL001217,()-Bornyl acetate,Cytochrome P450-cam,1143,2298,,0.931812,0.81
122,MOL000122,"1,8-cineole","Nitric-oxide synthase, endothelial",95,291,,0.808449,0.712
122,MOL000122,"1,8-cineole",Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,,0.942262,0.714
122,MOL000122,"1,8-cineole",Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.900876,0.748
122,MOL000122,"1,8-cineole",Cytochrome P450-cam,1143,2298,,0.908848,0.772
122,MOL000122,"1,8-cineole",Prostaglandin G/H synthase 2,94,290,,0.902996,0.71
122,MOL000122,"1,8-cineole",Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,,0.988745,0.7
122,MOL000122,"1,8-cineole",Alcohol dehydrogenase 1B,726,444,,0.843536,0.702
122,MOL000122,"1,8-cineole",Alcohol dehydrogenase 1C,727,517,,0.847686,0.74
122,MOL000122,"1,8-cineole",Neuronal acetylcholine receptor subunit alpha-2,284,813,,0.93443,0.7
122,MOL000122,"1,8-cineole",Gamma-aminobutyric-acid receptor alpha-3 subunit,200,580,,0.980703,0.7
122,MOL000122,"1,8-cineole","Proline dehydrogenase, mitochondrial",4451,h001,validated,,
123,MOL000123,geraniol,Alcohol dehydrogenase 1B,726,444,,0.80134,0.7
123,MOL000123,geraniol,Alcohol dehydrogenase 1C,727,517,,0.8334,0.702
123,MOL000123,geraniol,Progesterone receptor,209,614,,0.875784,0.702
123,MOL000123,geraniol,G1/S-specific cyclin-D1,4214,h001,validated,,
123,MOL000123,geraniol,Mitogen-activated protein kinase 3,421,1714,validated,,
123,MOL000123,geraniol,Cell division protein kinase 4,573,3959,validated,,
123,MOL000123,geraniol,Bcl-2 homologous antagonist/killer,4052,h001,validated,,
123,MOL000123,geraniol,Probable E3 ubiquitin-protein ligase HERC5,4441,h001,validated,,
123,MOL000123,geraniol,Protein kinase C beta type,4470,h001,validated,,
123,MOL000123,geraniol,3-hydroxy-3-methylglutaryl-coenzyme A reductase,1644,3387,validated,,
123,MOL000123,geraniol,Cytochrome P450 2B6,670,6030,validated,,
123,MOL000123,geraniol,"Sucrase-isomaltase, intestinal",2984,2129,validated,,
123,MOL000123,geraniol,Lactase-phlorizin hydrolase,719,6847,validated,,
1245,MOL001245,"(1S,5R)-7,7-dimethyl-4-bicyclo[3.1.1]hept-3-enecarboxaldehyde",Cytochrome P450-cam,1143,2298,,0.86435,0.778
1245,MOL001245,"(1S,5R)-7,7-dimethyl-4-bicyclo[3.1.1]hept-3-enecarboxaldehyde",Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,,0.971659,0.706
1245,MOL001245,"(1S,5R)-7,7-dimethyl-4-bicyclo[3.1.1]hept-3-enecarboxaldehyde",Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.924587,0.708
125,MOL000125,(-)-alpha-Pinene,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,,0.97691,0.706
125,MOL000125,(-)-alpha-Pinene,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.93792,0.704
125,MOL000125,(-)-alpha-Pinene,Cytochrome P450-cam,1143,2298,,0.92748,0.826
126,MOL000126,(-)-nopinene,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,,0.97804,0.7
126,MOL000126,(-)-nopinene,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.93932,0.7
126,MOL000126,(-)-nopinene,Cytochrome P450-cam,1143,2298,,0.92736,0.814
126,MOL000126,(-)-nopinene,Prostaglandin G/H synthase 1,6,20,,0.913683,0.702
126,MOL000126,(-)-nopinene,Muscarinic acetylcholine receptor M3,16,51,,0.951598,0.72
126,MOL000126,(-)-nopinene,Muscarinic acetylcholine receptor M1,38,103,,0.939506,0.714
126,MOL000126,(-)-nopinene,Prostaglandin G/H synthase 2,94,290,,0.948739,0.734
126,MOL000126,(-)-nopinene,Retinoic acid receptor RXR-alpha,158,459,,0.923732,0.714
126,MOL000126,(-)-nopinene,Sodium-dependent noradrenaline transporter,186,540,,0.94071,0.7
126,MOL000126,(-)-nopinene,Gamma-aminobutyric-acid receptor alpha-3 subunit,200,580,,0.96585,0.724
126,MOL000126,(-)-nopinene,Muscarinic acetylcholine receptor M2,210,617,,0.938205,0.72
126,MOL000126,(-)-nopinene,Alpha-1B adrenergic receptor,216,632,,0.89441,0.71
126,MOL000126,(-)-nopinene,Nuclear receptor coactivator 2,3276,6241,,0.859167,0.72
126,MOL000126,(-)-nopinene,Gamma-aminobutyric-acid receptor subunit alpha-6,3284,841,,0.95746,0.724
126,MOL000126,(-)-nopinene,Alpha-2C adrenergic receptor,126,378,,0.816124,0.702
126,MOL000126,(-)-nopinene,Alpha-1A adrenergic receptor,191,556,,0.873835,0.716
126,MOL000126,(-)-nopinene,Sodium-dependent dopamine transporter,239,713,,0.889508,0.71
126,MOL000126,(-)-nopinene,Amine oxidase [flavin-containing] A,566,3941,,0.842178,0.712
126,MOL000126,(-)-nopinene,Lysozyme,1172,2300,,0.8239,0.756
126,MOL000126,(-)-nopinene,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,,0.930333,0.702
126,MOL000126,(-)-nopinene,Neuronal acetylcholine receptor subunit alpha-2,284,813,,0.87381,0.702
1273,MOL001273,80-57-9,Muscarinic acetylcholine receptor M3,16,51,,0.81013,0.702
1273,MOL001273,80-57-9,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,,0.88959,0.742
1273,MOL001273,80-57-9,Cytochrome P450-cam,1143,2298,,0.90876,0.79
1273,MOL001273,80-57-9,Muscarinic acetylcholine receptor M2,210,617,,0.800134,0.71
128,MOL000128,NERYLACETATE,Cytochrome P450-cam,1143,2298,,0.894189,0.798
130,MOL000130,CAM,Cytochrome P450-cam,1143,2298,,0.912845,0.824
130,MOL000130,CAM,Muscarinic acetylcholine receptor M1,38,103,,0.832294,0.714
130,MOL000130,CAM,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,,0.837117,0.708
130,MOL000130,CAM,Muscarinic acetylcholine receptor M2,210,617,,0.878459,0.722
131,MOL000131,EIC,Prostaglandin G/H synthase 1,6,20,,0.87754,0.764
131,MOL000131,EIC,Prostaglandin G/H synthase 2,94,290,,0.86383,0.772
131,MOL000131,EIC,Retinoic acid receptor RXR-alpha,158,459,,0.93284,0.704
131,MOL000131,EIC,Nuclear receptor coactivator 2,3276,6241,,0.81784,0.718
131,MOL000131,EIC,Lysozyme,1172,2300,,0.866807,0.702
131,MOL000131,EIC,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2262,2264,,0.944472,0.71
131,MOL000131,EIC,Sodium-dependent noradrenaline transporter,186,540,,0.8473,0.704
131,MOL000131,EIC,Ig gamma-1 chain C region,1201,4785,,0.96227,0.704
131,MOL000131,EIC,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,,0.977307,0.706
131,MOL000131,EIC,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.938922,0.704
131,MOL000131,EIC,Cytochrome P450-cam,1143,2298,,0.928744,0.826
131,MOL000131,EIC,Transient receptor potential cation channel subfamily V member 1,404,1558,,0.91069,0.7
131,MOL000131,EIC,Muscarinic acetylcholine receptor M1,38,103,,0.828769,0.714
131,MOL000131,EIC,Muscarinic acetylcholine receptor M2,210,617,,0.876573,0.73
131,MOL000131,EIC,Gamma-aminobutyric-acid receptor subunit alpha-6,3284,841,,0.826446,0.702
1312,MOL001312,9-HEXADECENOIC ACID,Prostaglandin G/H synthase 1,6,20,,0.848767,0.752
1312,MOL001312,9-HEXADECENOIC ACID,Prostaglandin G/H synthase 2,94,290,,0.823949,0.764
1312,MOL001312,9-HEXADECENOIC ACID,Sodium-dependent noradrenaline transporter,186,540,,0.871958,0.7
1312,MOL001312,9-HEXADECENOIC ACID,Rhodopsin,477,2207,,0.945467,0.708
1312,MOL001312,9-HEXADECENOIC ACID,Ig gamma-1 chain C region,1201,4785,,0.974421,0.708
1312,MOL001312,9-HEXADECENOIC ACID,Ferrichrome-iron receptor,1306,2427,,0.89459,0.71
1312,MOL001312,9-HEXADECENOIC ACID,Nuclear receptor coactivator 2,3276,6241,,0.90362,0.726
1312,MOL001312,9-HEXADECENOIC ACID,"mRNA of Protein-tyrosine phosphatase, non-receptor type 1",229,687,,0.903459,0.736
1312,MOL001312,9-HEXADECENOIC ACID,Heat shock protein HSP 90,444,1939,,0.972651,0.72
1312,MOL001312,9-HEXADECENOIC ACID,mRNA of PKA Catalytic Subunit C-alpha,699,6263,,0.923973,0.708
1312,MOL001312,9-HEXADECENOIC ACID,Calmodulin,3907,465,,0.829857,0.706
1312,MOL001312,9-HEXADECENOIC ACID,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,,0.977033,0.706
1312,MOL001312,9-HEXADECENOIC ACID,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.938231,0.704
1312,MOL001312,9-HEXADECENOIC ACID,Cytochrome P450-cam,1143,2298,,0.927859,0.826
1335,MOL001335,WLN: Q1R,Alcohol dehydrogenase 1B,726,444,,0.89639,0.714
1335,MOL001335,WLN: Q1R,Alcohol dehydrogenase 1C,727,517,,0.920118,0.762
1335,MOL001335,WLN: Q1R,Alcohol dehydrogenase 1A,729,251,,0.91532,0.71
1335,MOL001335,WLN: Q1R,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2262,2264,,0.886775,0.784
1335,MOL001335,WLN: Q1R,Lysozyme,1172,2300,,0.815238,0.79
1335,MOL001335,WLN: Q1R,Sodium channel protein type 5 subunit alpha,70,220,,0.818663,0.702
1335,MOL001335,WLN: Q1R,Prostaglandin G/H synthase 2,94,290,,0.93325,0.796
1335,MOL001335,WLN: Q1R,Beta-2 adrenergic receptor,261,766,,0.907629,0.702
1335,MOL001335,WLN: Q1R,Heat shock protein HSP 90,444,1939,,0.901498,0.702
1335,MOL001335,WLN: Q1R,Calmodulin,3907,465,,0.816877,0.738
1335,MOL001335,WLN: Q1R,Prostaglandin G/H synthase 1,6,20,,0.91601,0.7
1335,MOL001335,WLN: Q1R,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",172,485,,0.889945,0.704
1393,MOL001393,myristic acid,Prostaglandin G/H synthase 1,6,20,,0.876438,0.738
1393,MOL001393,myristic acid,Prostaglandin G/H synthase 2,94,290,,0.841877,0.764
1393,MOL001393,myristic acid,Cholinesterase,559,3923,,0.916548,0.702
1393,MOL001393,myristic acid,Phospholipase A2,708,6500,,0.91231,0.728
1393,MOL001393,myristic acid,Rhinovirus coat protein,709,6521,,0.908699,0.716
1393,MOL001393,myristic acid,Ig gamma-1 chain C region,1201,4785,,0.980295,0.728
1393,MOL001393,myristic acid,Ferrichrome-iron receptor,1306,2427,,0.958142,0.74
1393,MOL001393,myristic acid,3-oxoacyl-[acyl-carrier-protein] synthase 1,1491,889,,0.95545,0.708
1393,MOL001393,myristic acid,Nuclear receptor coactivator 2,3276,6241,,0.938735,0.724
1393,MOL001393,myristic acid,Nuclear receptor coactivator 1,3279,6228,,0.885913,0.716
1393,MOL001393,myristic acid,Phosphatidylcholine-sterol acyltransferase,4426,h001,validated,,
1398,MOL001398,Methyllinolenate,Prostaglandin G/H synthase 1,6,20,,0.872364,0.77
1398,MOL001398,Methyllinolenate,Prostaglandin G/H synthase 2,94,290,,0.860528,0.76
1398,MOL001398,Methyllinolenate,Nuclear receptor coactivator 2,3276,6241,,0.810386,0.716
1398,MOL001398,Methyllinolenate,Retinoic acid receptor RXR-alpha,158,459,,0.9276,0.71
1398,MOL001398,Methyllinolenate,Sodium-dependent noradrenaline transporter,186,540,,0.90794,0.708
1398,MOL001398,Methyllinolenate,Cytochrome P450-cam,1143,2298,,0.909773,0.826
1402,MOL001402,Octacosane,Prostaglandin G/H synthase 2,94,290,,0.922617,0.702
1442,MOL001442,phytol,Prostaglandin G/H synthase 2,94,290,,0.93826,0.704
1442,MOL001442,phytol,Retinoic acid receptor RXR-alpha,158,459,,0.97015,0.7
1442,MOL001442,phytol,Muscarinic acetylcholine receptor M3,16,51,,0.885564,0.7
1442,MOL001442,phytol,Muscarinic acetylcholine receptor M1,38,103,,0.875693,0.704
1442,MOL001442,phytol,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.958286,0.718
1442,MOL001442,phytol,Peroxisome proliferator-activated receptor alpha,4420,h001,validated,,
1468,MOL001468,MLT,"4-aminobutyrate aminotransferase, mitochondrial",92,280,,0.939459,0.714
1468,MOL001468,MLT,"Aspartate aminotransferase, cytoplasmic",202,586,,0.964964,0.728
1468,MOL001468,MLT,"mRNA of Protein-tyrosine phosphatase, non-receptor type 1",229,687,,0.843802,0.748
1468,MOL001468,MLT,Aldose reductase,288,822,,0.951641,0.728
1468,MOL001468,MLT,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.912941,0.726
1468,MOL001468,MLT,Cathepsin D,363,1243,,0.897952,0.716
1468,MOL001468,MLT,Cholinesterase,559,3923,,0.916961,0.724
1468,MOL001468,MLT,Alcohol dehydrogenase 1B,726,444,,0.901299,0.726
1468,MOL001468,MLT,Alcohol dehydrogenase 1C,727,517,,0.923406,0.752
1468,MOL001468,MLT,Cytochrome P450-cam,1143,2298,,0.974743,0.706
1468,MOL001468,MLT,Aspartate aminotransferase,1161,2249,,0.940682,0.738
1468,MOL001468,MLT,Ferrichrome-iron receptor,1306,2427,,0.982849,0.748
1468,MOL001468,MLT,Formate acetyltransferase 1,1353,3178,,0.843563,0.704
1468,MOL001468,MLT,Adenylosuccinate synthetase,1458,2632,,0.956097,0.72
1468,MOL001468,MLT,Bacillolysin,1961,2457,,0.968949,0.726
1468,MOL001468,MLT,1-aminocyclopropane-1-carboxylate deaminase,2235,2518,,0.970738,0.708
1468,MOL001468,MLT,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2262,2264,,0.851377,0.718
1468,MOL001468,MLT,Growth-inhibiting protein 18,2290,3877,,0.968389,0.71
1468,MOL001468,MLT,"Aspartate aminotransferase, mitochondrial",2874,426,,0.921722,0.72
1468,MOL001468,MLT,S-adenosylmethionine synthetase isoform type-2,3184,334,,0.950674,0.704
1468,MOL001468,MLT,Prolyl 3-hydroxylase 3,3331,3951,,0.846706,0.706
1468,MOL001468,MLT,S-adenosylmethionine synthetase isoform type-1,3613,453,,0.95282,0.722
1468,MOL001468,MLT,Adenylosuccinate synthetase isozyme 1,3681,3978,,0.947896,0.71
1468,MOL001468,MLT,Triosephosphate isomerase,3797,6346,,0.965204,0.726
1468,MOL001468,MLT,"NAD-dependent malic enzyme, mitochondrial",3826,166,,0.906159,0.754
1468,MOL001468,MLT,Proto-oncogene tyrosine-protein kinase SRC,319,933,,0.862837,0.708
1468,MOL001468,MLT,"Glutamate dehydrogenase 1, mitochondrial",2870,201,,0.964308,0.708
1468,MOL001468,MLT,Glycine receptor alpha-1 chain,169,482,,0.822594,0.7
1468,MOL001468,MLT,Dihydroorotase,505,2646,,0.988217,0.704
1468,MOL001468,MLT,mRNA of PKA Catalytic Subunit C-alpha,699,6263,,0.84037,0.704
1468,MOL001468,MLT,Arginase-1,730,315,,0.820914,0.706
1468,MOL001468,MLT,Serine--pyruvate aminotransferase,3031,349,,0.939499,0.7
1468,MOL001468,MLT,"Thioredoxin reductase, cytoplasmic",538,3610,,0.907451,0.7
1468,MOL001468,MLT,Malonamidase E2,2859,4600,,0.91324,0.7
1468,MOL001468,MLT,"NADP-dependent malic enzyme, mitochondrial",3853,363,,0.94777,0.7
1468,MOL001468,MLT,"Nitric-oxide synthase, brain",28,76,,0.85296,0.7
1468,MOL001468,MLT,Alanine aminotransferase 1,3145,735,,0.82957,0.702
1579,MOL001579,germacrene,Sodium-dependent noradrenaline transporter,186,540,,0.908225,0.724
1579,MOL001579,germacrene,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.936482,0.704
1604,MOL001604,Linalool,Muscarinic acetylcholine receptor M3,16,51,,0.805365,0.708
1604,MOL001604,Linalool,Muscarinic acetylcholine receptor M1,38,103,,0.880051,0.734
1604,MOL001604,Linalool,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,,0.931646,0.736
1604,MOL001604,Linalool,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,,0.921072,0.704
1604,MOL001604,Linalool,Gamma-aminobutyric-acid receptor alpha-3 subunit,200,580,,0.90727,0.704
1604,MOL001604,Linalool,Muscarinic acetylcholine receptor M2,210,617,,0.891943,0.738
1604,MOL001604,Linalool,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.880233,0.77
1604,MOL001604,Linalool,Gamma-aminobutyric-acid receptor subunit alpha-6,3284,841,,0.909836,0.706
166,MOL000166,ZINC01609418,Prostaglandin G/H synthase 2,94,290,,0.841872,0.77
166,MOL000166,ZINC01609418,Sodium-dependent noradrenaline transporter,186,540,,0.871923,0.722
166,MOL000166,ZINC01609418,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.817102,0.702
166,MOL000166,ZINC01609418,Muscarinic acetylcholine receptor M3,16,51,,0.902484,0.724
166,MOL000166,ZINC01609418,Muscarinic acetylcholine receptor M1,38,103,,0.931863,0.742
