molecule_ID,MOL_ID,file_ID,molecule_name,ob,mw,alogp,caco2,bbb,halflife,hdon,hacc,dl,FASA
359,MOL000359,fyp_hjs_Molecule463.mol2,sitosterol,36.91390583,414.790,8.084,1.32059,0.87298,5.371091,1,1,0.7512,0.22479513
432,MOL000432,fyp_hq_Molecule274.mol2,linolenic acid,45.0090659146,278.480,5.946,1.20965,0.83697,5.53627,1,2,0.14709,0
449,MOL000449,fyp_htp_Molecule484.mol2,Stigmasterol,43.8298515785,412.770,7.640,1.44458,1.00045,5.574595,1,1,0.75665,0.21679397
458,MOL000458,fyp_htp_Molecule493.mol2,campesterol,5.56861252657,400.760,7.972,1.59665,1.40847,,1,1,0.71577,0.22476548
508,MOL000508,fyp_jxt_Molecule362.mol2,Friedelin,29.1621809224,426.800,7.304,1.43489,1.38028,,0,1,0.75897,0
5932,MOL005932,lmm_hh_Molecule004.mol2,Gaidic acid,34.0180958118,254.460,6.344,1.10523,1.04086,5.730119,1,2,0.099837,0
635,MOL000635,fyp_qg_Molecule533.mol2,vanillin,51.9960077723,152.160,1.306,0.67780,0.41159,11.793384,1,3,0.032596,0.32594272
666,MOL000666,fyp_qjb_Molecule273.mol2,hexanal,55.7070293811,100.180,1.853,1.25464,1.52279,10.9631,0,1,0.0055795,0.23407817
675,MOL000675,fyp_qjb_Molecule293.mol2,oleic acid,33.12836481,282.520,6.835,1.16896,0.77767,4.986206,1,2,0.14243,0.19616304
69,MOL000069,fyp_bz_Molecule59.mol2,palmitic acid,19.2965647018,256.480,6.368,1.09151,0.99862,,1,2,0.098573,0
8118,MOL008118,rjl_yyr_Molecule726.mol2,Coixenolide,32.3981341983,591.080,13.834,1.09105,-0.12775,-0.336606,0,4,0.42591,0.20723003
8119,MOL008119,rjl_yyr_Molecule744.mol2,Glyceryl trilinoleate,34.9108159948,879.550,19.591,1.13631,-0.57479,-3.29844,0,6,0.13689,0.21952252
8120,MOL008120,rjl_yyr_Molecule748.mol2,(S)-4-Nonanolide,61.8358023008,156.250,2.546,1.19034,1.38518,3.341123,0,2,0.02598,0.24042565
8121,MOL008121,rjl_yyr_Molecule749.mol2,2-Monoolein,34.2349738128,356.610,6.036,0.31880,-0.42371,4.41187,2,4,0.29162,0.18706815
8122,MOL008122,rjl_yyr_Molecule756.mol2,feruloyl stigmasterol,18.4875771776,592.990,10.562,1.06277,0.35632,,1,4,0.55464,0.23288414
8123,MOL008123,rjl_yyr_Molecule757.mol2,feruloy ampeaterol,18.812651051,578.960,10.105,1.03212,0.33551,,1,4,0.59235,0.23430546
8124,MOL008124,rjl_yyr_Molecule758.mol2,trans-feruloylcampesterol,18.812651051,578.960,10.105,1.01679,0.34278,,1,4,0.5909,0.25285584
8125,MOL008125,rjl_yyr_Molecule759.mol2,trans-ferul0ylsigmastenol,18.4875771776,592.990,10.562,1.00948,0.27430,,1,4,0.55351,0.25236899
8126,MOL008126,rjl_yyr_Molecule760.mol2,2-ethyl-3-hydroxyhexyl butyrate,14.3985911489,216.360,2.930,0.83053,0.72970,,1,3,0.046559,0.2256448
860,MOL000860,fyp_zx_Molecule426.mol2,stearic acid,17.8254293816,284.540,7.280,1.14557,1.22356,,1,2,0.14086,0.18716544
953,MOL000953,hc_jh_Molecule21.mol2,CLR,37.8738975447,386.730,7.376,1.43101,1.12678,4.518834,1,1,0.67677,0.19867201
971,MOL000971,hc_jh_Molecule55.mol2,Ethylpalmitate,18.986722368,284.540,6.967,1.41208,1.14897,,0,2,0.13539,0.16174141
