molecule_ID,MOL_ID,molecule_name,target_name,target_ID,drugbank_ID,validated,SVM_score,RF_score
12,MOL000012,Arachic acid,Prostaglandin G/H synthase 1,6,20,,0.91847,0.72
12,MOL000012,Arachic acid,Prostaglandin G/H synthase 2,94,290,,0.94513,0.812
12,MOL000012,Arachic acid,Coagulation factor VII,123,369,,0.81024,0.704
12,MOL000012,Arachic acid,"mRNA of Protein-tyrosine phosphatase, non-receptor type 1",229,687,,0.9011,0.734
12,MOL000012,Arachic acid,Heat shock protein HSP 90,444,1939,,0.96429,0.728
12,MOL000012,Arachic acid,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404,,0.93276,0.726
12,MOL000012,Arachic acid,Ig gamma-1 chain C region,1201,4785,,0.955918,0.7
12,MOL000012,Arachic acid,Nuclear receptor coactivator 2,3276,6241,,0.873427,0.7
1484,MOL001484,Inermine,Prostaglandin G/H synthase 1,6,20,,0.84531,0.752
1484,MOL001484,Inermine,Muscarinic acetylcholine receptor M3,16,51,,0.84411,0.712
1484,MOL001484,Inermine,Sodium channel protein type 5 subunit alpha,70,220,,0.84971,0.73
1484,MOL001484,Inermine,Prostaglandin G/H synthase 2,94,290,,0.89327,0.802
1484,MOL001484,Inermine,5-hydroxytryptamine receptor 3A,113,341,,0.84512,0.702
1484,MOL001484,Inermine,Retinoic acid receptor RXR-alpha,158,459,,0.92543,0.702
1484,MOL001484,Inermine,Alpha-1B adrenergic receptor,216,632,,0.81271,0.712
1484,MOL001484,Inermine,Alpha-1D adrenergic receptor,272,789,,0.82565,0.7
1484,MOL001484,Inermine,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404,,0.90359,0.704
1484,MOL001484,Inermine,mRNA of PKA Catalytic Subunit C-alpha,699,6263,,0.86476,0.71
1484,MOL001484,Inermine,Ig gamma-1 chain C region,1201,4785,,0.83072,0.7
1484,MOL001484,Inermine,Trypsin-1,2928,3176,,0.86682,0.75
1484,MOL001484,Inermine,Calmodulin,3907,465,,0.81169,0.72
1484,MOL001484,Inermine,Muscarinic acetylcholine receptor M1,38,103,,0.858489,0.718
1484,MOL001484,Inermine,Beta-2 adrenergic receptor,261,766,,0.904436,0.72
1484,MOL001484,Inermine,Mu-type opioid receptor,299,847,,0.844587,0.702
1484,MOL001484,Inermine,Heat shock protein HSP 90,444,1939,,0.944615,0.718
1543,MOL001543,Vicenin-2,DNA topoisomerase II,287,817,,0.8816,0.702
1599,MOL001599,α-cubebol,Muscarinic acetylcholine receptor M3,16,51,,0.936391,0.716
1599,MOL001599,α-cubebol,Muscarinic acetylcholine receptor M1,38,103,,0.933054,0.738
1599,MOL001599,α-cubebol,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,,0.944905,0.73
1599,MOL001599,α-cubebol,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,,0.935934,0.704
1599,MOL001599,α-cubebol,Sodium-dependent noradrenaline transporter,186,540,,0.846733,0.702
1599,MOL001599,α-cubebol,Muscarinic acetylcholine receptor M2,210,617,,0.944216,0.716
1599,MOL001599,α-cubebol,Alpha-1B adrenergic receptor,216,632,,0.863556,0.724
1599,MOL001599,α-cubebol,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.945259,0.748
1599,MOL001599,α-cubebol,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,,0.930349,0.708
1599,MOL001599,α-cubebol,Glutamate receptor 2,3216,921,,0.90545,0.718
1599,MOL001599,α-cubebol,Gamma-aminobutyric-acid receptor subunit alpha-6,3284,841,,0.920925,0.742
1599,MOL001599,α-cubebol,Gamma-aminobutyric-acid receptor alpha-3 subunit,200,580,,0.933886,0.706
1696,MOL001696,Morusin,Estrogen receptor,46,136,,0.97431,0.726
1696,MOL001696,Morusin,Androgen receptor,48,146,,0.915756,0.728
1696,MOL001696,Morusin,Coagulation factor Xa,79,239,,0.929132,0.704
1696,MOL001696,Morusin,Prostaglandin G/H synthase 2,94,290,,0.935006,0.732
1696,MOL001696,Morusin,Vascular endothelial growth factor receptor 2,139,407,,0.943406,0.706
1696,MOL001696,Morusin,DNA topoisomerase II,287,817,,0.931879,0.718
1696,MOL001696,Morusin,Heat shock protein HSP 90,444,1939,,0.977283,0.702
1696,MOL001696,Morusin,Trypsin-1,2928,3176,,0.916992,0.706
1696,MOL001696,Morusin,Proto-oncogene serine/threonine-protein kinase Pim-1,2966,2347,,0.904772,0.728
1696,MOL001696,Morusin,Nuclear receptor coactivator 2,3276,6241,,0.824127,0.782
1696,MOL001696,Morusin,Calmodulin,3907,465,,0.829557,0.734
1696,MOL001696,Morusin,Calcium-activated potassium channel subunit alpha 1,3727,610,,0.8684,0.704
1737,MOL001737,ICO,Prostaglandin G/H synthase 2,94,290,,0.808498,0.846
1737,MOL001737,ICO,Cathepsin D,363,1243,,0.891052,0.71
1737,MOL001737,ICO,Amine oxidase [flavin-containing] B,565,3939,,0.906328,0.744
1737,MOL001737,ICO,Queuine tRNA-ribosyltransferase,1825,2561,,0.911464,0.712
1789,MOL001789,isoliquiritigenin,Prostaglandin G/H synthase 1,6,20,,0.879046,0.764
1789,MOL001789,isoliquiritigenin,Estrogen receptor,46,136,,0.921669,0.786
1789,MOL001789,isoliquiritigenin,Peroxisome proliferator activated receptor gamma,78,238,,0.870824,0.758
1789,MOL001789,isoliquiritigenin,Prostaglandin G/H synthase 2,94,290,,0.926081,0.846
1789,MOL001789,isoliquiritigenin,Carbonic anhydrase II,117,357,,0.820359,0.796
1789,MOL001789,isoliquiritigenin,Beta-2 adrenergic receptor,261,766,,0.805155,0.712
1789,MOL001789,isoliquiritigenin,Estrogen receptor beta,307,869,,0.807019,0.718
1789,MOL001789,isoliquiritigenin,Mitogen-activated protein kinase 14,402,1540,,0.897399,0.752
1789,MOL001789,isoliquiritigenin,Glycogen synthase kinase-3 beta,422,1721,,0.875868,0.702
1789,MOL001789,isoliquiritigenin,Heat shock protein HSP 90,444,1939,,0.911192,0.718
1789,MOL001789,isoliquiritigenin,Cell division protein kinase 2,482,2240,,0.871146,0.746
1789,MOL001789,isoliquiritigenin,Amine oxidase [flavin-containing] B,565,3939,,0.912743,0.704
1789,MOL001789,isoliquiritigenin,mRNA of PKA Catalytic Subunit C-alpha,699,6263,,0.891868,0.722
1789,MOL001789,isoliquiritigenin,cAMP-dependent protein kinase inhibitor alpha,3586,6264,,0.804851,0.754
1789,MOL001789,isoliquiritigenin,"Nitric oxide synthase, inducible",3,7,,0.871155,0.732
1789,MOL001789,isoliquiritigenin,Androgen receptor,48,146,,0.853478,0.768
1789,MOL001789,isoliquiritigenin,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404,,0.931218,0.728
1789,MOL001789,isoliquiritigenin,Beta-lactamase,499,2478,,0.832661,0.714
1789,MOL001789,isoliquiritigenin,Proto-oncogene serine/threonine-protein kinase Pim-1,2966,2347,,0.855908,0.726
1789,MOL001789,isoliquiritigenin,Cyclin-A2,3025,6235,,0.937968,0.704
1789,MOL001789,isoliquiritigenin,Nuclear receptor coactivator 2,3276,6241,,0.801445,0.79
1789,MOL001789,isoliquiritigenin,Proto-oncogene c-Fos,4478,h001,validated,,
1789,MOL001789,isoliquiritigenin,Apoptosis regulator BAX,4033,h001,validated,,
1789,MOL001789,isoliquiritigenin,E-selectin,427,1756,validated,,
1789,MOL001789,isoliquiritigenin,Vascular cell adhesion protein 1,440,1908,validated,,
1789,MOL001789,isoliquiritigenin,Gamma-aminobutyric acid type B receptor subunit 1,4222,h001,validated,,
1789,MOL001789,isoliquiritigenin,Tyrosinase,4590,h001,validated,,
1789,MOL001789,isoliquiritigenin,Junctional adhesion molecule A,4306,h001,validated,,
1789,MOL001789,isoliquiritigenin,Tyrosine-protein kinase JAK2,601,4173,validated,,
1789,MOL001789,isoliquiritigenin,Metallothionein-2,4345,h001,validated,,
1789,MOL001789,isoliquiritigenin,"Solute carrier family 2, facilitated glucose transporter member 1",4533,h001,validated,,
1792,MOL001792,DFV,Prostaglandin G/H synthase 1,6,20,,0.892476,0.752
1792,MOL001792,DFV,Estrogen receptor,46,136,,0.942467,0.804
1792,MOL001792,DFV,Prostaglandin G/H synthase 2,94,290,,0.930541,0.84
1792,MOL001792,DFV,Retinoic acid receptor RXR-alpha,158,459,,0.882757,0.704
1792,MOL001792,DFV,Beta-2 adrenergic receptor,261,766,,0.83234,0.702
1792,MOL001792,DFV,Heat shock protein HSP 90,444,1939,,0.942839,0.722
1792,MOL001792,DFV,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404,,0.883017,0.704
1792,MOL001792,DFV,mRNA of PKA Catalytic Subunit C-alpha,699,6263,,0.896372,0.718
1792,MOL001792,DFV,Beta-lactamase,499,2478,,0.81673,0.704
1792,MOL001792,DFV,Amine oxidase [flavin-containing] B,565,3939,,0.86669,0.702
1792,MOL001792,DFV,Sodium-dependent serotonin transporter,290,824,,0.834445,0.7
1792,MOL001792,DFV,cAMP-dependent protein kinase inhibitor alpha,3586,6264,,0.812898,0.758
1850,MOL001850,Izoforon,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,,0.947914,0.73
1850,MOL001850,Izoforon,Gamma-aminobutyric-acid receptor alpha-3 subunit,200,580,,0.886669,0.704
1850,MOL001850,Izoforon,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.903919,0.75
1850,MOL001850,Izoforon,Cytochrome P450-cam,1143,2298,,0.933909,0.79
1850,MOL001850,Izoforon,Gamma-aminobutyric-acid receptor subunit alpha-6,3284,841,,0.860379,0.704
211,MOL000211,Mairin,Progesterone receptor,209,614,,0.86523,0.702
2166,MOL002166,ISOHEPTANE,Cholinesterase,559,3923,,0.95187,0.704
2166,MOL002166,ISOHEPTANE,Alcohol dehydrogenase 1B,726,444,,0.897229,0.724
2166,MOL002166,ISOHEPTANE,Alcohol dehydrogenase 1C,727,517,,0.915911,0.74
2166,MOL002166,ISOHEPTANE,Trypsin-3,3952,2886,,0.964619,0.738
2198,MOL002198,Heptan,Alcohol dehydrogenase 1C,727,517,,0.809251,0.71
2198,MOL002198,Heptan,Trypsin-3,3952,2886,,0.865181,0.726
2311,MOL002311,Glycyrol,"Nitric oxide synthase, inducible",3,7,,0.837692,0.728
2311,MOL002311,Glycyrol,Estrogen receptor,46,136,,0.89003,0.756
2311,MOL002311,Glycyrol,Peroxisome proliferator activated receptor gamma,78,238,,0.841388,0.726
2311,MOL002311,Glycyrol,Prostaglandin G/H synthase 2,94,290,,0.823928,0.772
2311,MOL002311,Glycyrol,Vascular endothelial growth factor receptor 2,139,407,,0.836482,0.704
2311,MOL002311,Glycyrol,Mitogen-activated protein kinase 14,402,1540,,0.852271,0.7
2311,MOL002311,Glycyrol,Glycogen synthase kinase-3 beta,422,1721,,0.857692,0.7
2311,MOL002311,Glycyrol,Serine/threonine-protein kinase Chk1,647,5790,,0.892977,0.708
2311,MOL002311,Glycyrol,Proto-oncogene serine/threonine-protein kinase Pim-1,2966,2347,,0.80899,0.722
2311,MOL002311,Glycyrol,Cyclin-A2,3025,6235,,0.866539,0.716
2311,MOL002311,Glycyrol,Thrombin,17,54,,0.84379,0.704
239,MOL000239,Jaranol,"Nitric oxide synthase, inducible",3,7,,0.91013,0.752
239,MOL000239,Jaranol,Prostaglandin G/H synthase 1,6,20,,0.93958,0.726
239,MOL000239,Jaranol,Androgen receptor,48,146,,0.93495,0.762
239,MOL000239,Jaranol,Sodium channel protein type 5 subunit alpha,70,220,,0.89236,0.724
239,MOL000239,Jaranol,Prostaglandin G/H synthase 2,94,290,,0.94996,0.814
239,MOL000239,Jaranol,Estrogen receptor beta,307,869,,0.94115,0.742
239,MOL000239,Jaranol,Dipeptidyl peptidase IV,332,952,,0.91632,0.7
239,MOL000239,Jaranol,Heat shock protein HSP 90,444,1939,,0.96783,0.702
239,MOL000239,Jaranol,Cell division protein kinase 2,482,2240,,0.94934,0.72
239,MOL000239,Jaranol,Serine/threonine-protein kinase Chk1,647,5790,,0.92073,0.71
239,MOL000239,Jaranol,Trypsin-1,2928,3176,,0.85724,0.738
239,MOL000239,Jaranol,Nuclear receptor coactivator 2,3276,6241,,0.81283,0.806
239,MOL000239,Jaranol,Calmodulin,3907,465,,0.80256,0.746
2547,MOL002547,21987_FLUKA,Cytochrome P450-cam,1143,2298,,0.87114,0.764
2547,MOL002547,21987_FLUKA,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.93118,0.7
2547,MOL002547,21987_FLUKA,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,,0.970794,0.7
2565,MOL002565,Medicarpin,"Nitric oxide synthase, inducible",3,7,,0.86438,0.752
2565,MOL002565,Medicarpin,Prostaglandin G/H synthase 1,6,20,,0.88025,0.77
2565,MOL002565,Medicarpin,Dopamine D1 receptor,7,23,,0.87065,0.706
2565,MOL002565,Medicarpin,Muscarinic acetylcholine receptor M3,16,51,,0.84371,0.73
2565,MOL002565,Medicarpin,Muscarinic acetylcholine receptor M1,38,103,,0.88833,0.732
2565,MOL002565,Medicarpin,Estrogen receptor,46,136,,0.95994,0.816
2565,MOL002565,Medicarpin,Sodium channel protein type 5 subunit alpha,70,220,,0.8533,0.758
2565,MOL002565,Medicarpin,Muscarinic acetylcholine receptor M5,87,274,,0.87027,0.708
2565,MOL002565,Medicarpin,Prostaglandin G/H synthase 2,94,290,,0.92173,0.824
2565,MOL002565,Medicarpin,Muscarinic acetylcholine receptor M4,154,450,,0.84838,0.712
2565,MOL002565,Medicarpin,Retinoic acid receptor RXR-alpha,158,459,,0.93867,0.726
2565,MOL002565,Medicarpin,5-hydroxytryptamine 2A receptor,175,502,,0.9323,0.7
2565,MOL002565,Medicarpin,Alpha-1A adrenergic receptor,191,556,,0.87689,0.708
2565,MOL002565,Medicarpin,Muscarinic acetylcholine receptor M2,210,617,,0.90184,0.704
2565,MOL002565,Medicarpin,Alpha-1B adrenergic receptor,216,632,,0.82212,0.736
2565,MOL002565,Medicarpin,Sodium-dependent dopamine transporter,239,713,,0.87511,0.714
2565,MOL002565,Medicarpin,Beta-2 adrenergic receptor,261,766,,0.91748,0.748
2565,MOL002565,Medicarpin,Sodium-dependent serotonin transporter,290,824,,0.91566,0.718
2565,MOL002565,Medicarpin,Mu-type opioid receptor,299,847,,0.82885,0.712
2565,MOL002565,Medicarpin,Estrogen receptor beta,307,869,,0.92371,0.79
2565,MOL002565,Medicarpin,Dipeptidyl peptidase IV,332,952,,0.83275,0.744
2565,MOL002565,Medicarpin,Mitogen-activated protein kinase 10,438,1836,,0.83137,0.708
2565,MOL002565,Medicarpin,Heat shock protein HSP 90,444,1939,,0.9604,0.706
2565,MOL002565,Medicarpin,Cell division protein kinase 2,482,2240,,0.93384,0.754
2565,MOL002565,Medicarpin,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404,,0.88117,0.712
2565,MOL002565,Medicarpin,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,,0.83726,0.704
2565,MOL002565,Medicarpin,mRNA of PKA Catalytic Subunit C-alpha,699,6263,,0.88875,0.712
2565,MOL002565,Medicarpin,Trypsin-1,2928,3176,,0.83228,0.744
2565,MOL002565,Medicarpin,Proto-oncogene serine/threonine-protein kinase Pim-1,2966,2347,,0.87851,0.72
2565,MOL002565,Medicarpin,Cyclin-A2,3025,6235,,0.9539,0.74
2565,MOL002565,Medicarpin,Calmodulin,3907,465,,0.82388,0.704
2565,MOL002565,Medicarpin,Delta-type opioid receptor,163,467,,0.930024,0.712
2565,MOL002565,Medicarpin,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",172,485,,0.862364,0.7
2565,MOL002565,Medicarpin,Alpha-1D adrenergic receptor,272,789,,0.800698,0.74
263,MOL000263,oleanolic acid,Caspase-9,4090,h001,validated,,
263,MOL000263,oleanolic acid,Caspase-3,4087,h001,validated,,
263,MOL000263,oleanolic acid,Heme oxygenase 1,2132,3391,validated,,
263,MOL000263,oleanolic acid,Intercellular adhesion molecule 1,4287,h001,validated,,
263,MOL000263,oleanolic acid,NAD(P)H dehydrogenase [quinone] 1,470,2157,validated,,
263,MOL000263,oleanolic acid,Pancreatic alpha-amylase,622,4513,validated,,
2678,MOL002678,EB,Alcohol dehydrogenase 1B,726,444,,0.86483,0.704
2678,MOL002678,EB,Alcohol dehydrogenase 1C,727,517,,0.87879,0.756
2678,MOL002678,EB,Lysozyme,1172,2300,,0.89524,0.804
2678,MOL002678,EB,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2262,2264,,0.82238,0.764
2678,MOL002678,EB,Alcohol dehydrogenase 1A,729,251,,0.872879,0.7
2693,MOL002693,nicotiflorin,DNA topoisomerase II,287,817,,0.81842,0.708
2693,MOL002693,nicotiflorin,Superoxide dismutase [Cu-Zn],597,4152,validated,,
2844,MOL002844,Pinocembrin,Prostaglandin G/H synthase 1,6,20,,0.91303,0.782
2844,MOL002844,Pinocembrin,Estrogen receptor,46,136,,0.94434,0.824
2844,MOL002844,Pinocembrin,Prostaglandin G/H synthase 2,94,290,,0.93106,0.844
2844,MOL002844,Pinocembrin,Retinoic acid receptor RXR-alpha,158,459,,0.88351,0.724
2844,MOL002844,Pinocembrin,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",172,485,,0.83338,0.72
2844,MOL002844,Pinocembrin,Beta-2 adrenergic receptor,261,766,,0.85765,0.712
2844,MOL002844,Pinocembrin,Sodium-dependent serotonin transporter,290,824,,0.85836,0.702
2844,MOL002844,Pinocembrin,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.8085,0.722
2844,MOL002844,Pinocembrin,Heat shock protein HSP 90,444,1939,,0.94339,0.742
2844,MOL002844,Pinocembrin,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404,,0.90054,0.706
2844,MOL002844,Pinocembrin,Beta-lactamase,499,2478,,0.80971,0.704
2844,MOL002844,Pinocembrin,Amine oxidase [flavin-containing] B,565,3939,,0.88063,0.702
2844,MOL002844,Pinocembrin,mRNA of PKA Catalytic Subunit C-alpha,699,6263,,0.89016,0.738
2844,MOL002844,Pinocembrin,cAMP-dependent protein kinase inhibitor alpha,3586,6264,,0.82158,0.764
2850,MOL002850,butylated hydroxytoluene,Muscarinic acetylcholine receptor M3,16,51,,0.936393,0.714
2850,MOL002850,butylated hydroxytoluene,Muscarinic acetylcholine receptor M1,38,103,,0.939339,0.73
2850,MOL002850,butylated hydroxytoluene,Sodium channel protein type 5 subunit alpha,70,220,,0.820495,0.7
2850,MOL002850,butylated hydroxytoluene,Sodium-dependent noradrenaline transporter,186,540,,0.891763,0.72
2850,MOL002850,butylated hydroxytoluene,Alpha-1B adrenergic receptor,216,632,,0.902748,0.73
2850,MOL002850,butylated hydroxytoluene,Sodium-dependent dopamine transporter,239,713,,0.868017,0.7
2850,MOL002850,butylated hydroxytoluene,Beta-2 adrenergic receptor,261,766,,0.885077,0.714
2850,MOL002850,butylated hydroxytoluene,Glutamate [NMDA] receptor subunit 3A,3350,706,,0.866442,0.704
2850,MOL002850,butylated hydroxytoluene,Beta-1 adrenergic receptor,63,193,,0.861101,0.708
2850,MOL002850,butylated hydroxytoluene,Alpha-1A adrenergic receptor,191,556,,0.840284,0.704
2850,MOL002850,butylated hydroxytoluene,Muscarinic acetylcholine receptor M2,210,617,,0.942333,0.7
2850,MOL002850,butylated hydroxytoluene,Sodium-dependent serotonin transporter,290,824,,0.894011,0.702
2850,MOL002850,butylated hydroxytoluene,Retinoic acid receptor RXR-alpha,158,459,,0.820889,0.714
2850,MOL002850,butylated hydroxytoluene,Vascular endothelial growth factor receptor 2,139,407,validated,,
2850,MOL002850,butylated hydroxytoluene,Heme oxygenase 1,2132,3391,validated,,
2850,MOL002850,butylated hydroxytoluene,Platelet endothelial cell adhesion molecule,4432,h001,validated,,
2850,MOL002850,butylated hydroxytoluene,Bone morphogenetic protein 4,4066,h001,validated,,
2850,MOL002850,butylated hydroxytoluene,Pulmonary surfactant-associated protein B,4483,h001,validated,,
2850,MOL002850,butylated hydroxytoluene,Protocadherin-12,4476,h001,validated,,
2943,MOL002943,BuOH,Haloalkane dehalogenase,2020,2281,,0.916852,0.792
2943,MOL002943,BuOH,Group IIE secretory phospholipase A2,3485,6270,,0.826877,0.708
2943,MOL002943,BuOH,Trypsin-3,3952,2886,,0.848473,0.724
3218,MOL003218,Neouralenol,Thrombin,17,54,,0.873392,0.73
3218,MOL003218,Neouralenol,Estrogen receptor,46,136,,0.949467,0.746
3218,MOL003218,Neouralenol,Androgen receptor,48,146,,0.868245,0.754
3218,MOL003218,Neouralenol,Peroxisome proliferator activated receptor gamma,78,238,,0.899628,0.7
3218,MOL003218,Neouralenol,Coagulation factor Xa,79,239,,0.840637,0.72
3218,MOL003218,Neouralenol,Prostaglandin G/H synthase 2,94,290,,0.932523,0.76
3218,MOL003218,Neouralenol,Coagulation factor VII,123,369,,0.892454,0.708
3218,MOL003218,Neouralenol,Vascular endothelial growth factor receptor 2,139,407,,0.847419,0.716
3218,MOL003218,Neouralenol,DNA topoisomerase II,287,817,,0.850708,0.708
3218,MOL003218,Neouralenol,Dipeptidyl peptidase IV,332,952,,0.848353,0.71
3218,MOL003218,Neouralenol,Mitogen-activated protein kinase 14,402,1540,,0.939773,0.716
3218,MOL003218,Neouralenol,Glycogen synthase kinase-3 beta,422,1721,,0.910434,0.706
3218,MOL003218,Neouralenol,Heat shock protein HSP 90,444,1939,,0.966954,0.7
3218,MOL003218,Neouralenol,Cell division protein kinase 2,482,2240,,0.942834,0.724
3218,MOL003218,Neouralenol,Trypsin-1,2928,3176,,0.828861,0.73
3218,MOL003218,Neouralenol,Proto-oncogene serine/threonine-protein kinase Pim-1,2966,2347,,0.891439,0.736
3218,MOL003218,Neouralenol,Cyclin-A2,3025,6235,,0.928289,0.704
