molecule_ID,MOL_ID,file_ID,molecule_name,ob,mw,alogp,caco2,bbb,halflife,hdon,hacc,dl,FASA
3662,MOL003662,lbh_sdg_Molecule44_qt.mol2,"7,4'-Dihydroxyflavone",19.1827117104,254.250,2.602,0.56270,-0.15657,,2,4,0.18463,0.4298315
3686,MOL003686,lbh_sdg_Molecule67.mol2,Narcissoside,5.0937426568,624.600,-1.195,-2.13721,-2.74458,,9,16,0.65297,0
3896,MOL003896,lbh_td_Molecule4.mol2,7-Methoxy-2-methyl isoflavone,42.5647414783,266.310,3.364,1.15659,0.55574,16.886729,0,3,0.19946,0.33379653
392,MOL000392,fyp_hq_Molecule214_qt.mol2,formononetin,69.6738806088,268.280,2.583,0.78264,0.02378,17.036852,1,4,0.21202,0
3985,MOL003985,lbh_wzy_Molecule38.mol2,2-Caren-10-al,44.7414443555,150.240,2.038,1.37451,1.62628,11.471576,0,1,0.049552,0.27927256
40,MOL000040,fyp_bz_Molecule30.mol2,Scopoletol,27.7734608153,192.180,1.616,0.71351,0.29931,,1,4,0.076154,0
415,MOL000415,fyp_hq_Molecule246.mol2,rutin,3.20153312753,610.570,-1.446,-1.92581,-2.75317,,10,16,0.68283,0
417,MOL000417,fyp_hq_Molecule251.mol2,Calycosin,47.7518278266,284.280,2.316,0.52379,-0.42774,17.096724,2,5,0.24278,0
422,MOL000422,fyp_hq_Molecule260.mol2,kaempferol,41.8822495352,286.250,1.771,0.26096,-0.55335,14.743371,4,6,0.24066,0
4328,MOL004328,lbh_yj_Molecule42.mol2,naringenin,59.2938977347,272.270,2.298,0.28421,-0.37053,16.976509,3,5,0.21128,0.39587346
437,MOL000437,fyp_hq_Molecule280.mol2,Hirsutrin,1.85807825145,464.410,-0.587,-1.65819,-2.30907,,8,12,0.76904,0
445,MOL000445,fyp_htp_Molecule480.mol2,8-Prenylwighteone,23.2177430199,406.510,5.778,0.93367,-0.00079,,3,5,0.54235,0.3262299
4589,MOL004589,lh_ch_Molecule2777.mol2,Methylheptane,28.65233366,114.260,3.817,1.7921,2.11631,,0,0,0.0077549,0.20771258
467,MOL000467,fyp_jxt_Molecule300.mol2,Castanin,23.540733999,298.310,2.567,0.76673,-0.10180,,1,5,0.26878,0
4723,MOL004723,lh_ch_Molecule3074.mol2,beta-Terpinene,42.2892516553,136.260,3.503,1.84731,2.11859,11.207892,0,0,0.022295,0.29296112
475,MOL000475,fyp_jxt_Molecule310.mol2,anethole,32.4922660033,148.220,2.768,1.74788,1.81151,1.682679,0,1,0.02782,0
4801,MOL004801,lh_gc_Molecule0(2).mol2,"2',7-Dihydroxy-4'-methoxyisoflavan-7-O-β-d-glucopyranoside",10.4621273,434.480,0.593,-1.02273,-1.8179,,5,9,0.72971,0.30684787
4802,MOL004802,lh_gc_Molecule1.mol2,(E)-1-butoxyhex-2-ene,41.7176657373,156.300,3.311,1.49510,1.55566,6.6814,0,1,0.019399,0
4803,MOL004803,lh_gc_Molecule1(2).mol2,3-Hydroxyglabrol,4.72627513482,408.530,5.733,0.47785,-0.30984,,3,5,0.58262,0.32888892
4804,MOL004804,lh_gc_Molecule10.mol2,18beta-glycyrrhetinic acid,22.05261015,470.760,5.491,0.10432,-0.5263,,2,4,0.7429,0
4805,MOL004805,lh_gc_Molecule10(2).mol2,"(2S)-2-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]-8,8-dimethyl-2,3-dihydropyrano[2,3-f]chromen-4-one",31.7870335283,390.510,5.477,1.00126,0.25398,14.824071,1,4,0.72403,0.3466756
4806,MOL004806,lh_gc_Molecule100.mol2,euchrenone,30.2872609934,406.560,6.353,1.08957,0.38812,15.889483,1,4,0.57386,0
4807,MOL004807,lh_gc_Molecule101.mol2,glucuronic acid,46.1827723453,194.160,-2.305,-2.05246,-4.58073,11.126,5,7,0.055111,0
4808,MOL004808,lh_gc_Molecule102.mol2,glyasperin B,65.2243860763,370.430,4.020,0.47008,-0.08613,16.096777,3,6,0.43851,0
4809,MOL004809,lh_gc_Molecule103.mol2,glyasperin E,4.12293986063,444.510,6.414,0.69243,-0.41275,,2,6,0.74564,0
4810,MOL004810,lh_gc_Molecule104.mol2,glyasperin F,75.8368001254,354.380,2.968,0.43068,-0.14613,15.636229,3,6,0.53514,0
4811,MOL004811,lh_gc_Molecule105.mol2,Glyasperin C,45.5638066224,356.450,4.734,0.71318,0.06533,3.12644,3,5,0.39947,0
4812,MOL004812,lh_gc_Molecule106.mol2,glyasperins D,29.9088696506,370.480,4.985,0.88972,0.25119,,2,5,0.43336,0
4813,MOL004813,lh_gc_Molecule107.mol2,glyasperins Z,4.173668965,340.450,5.001,1.09061,0.52916,,2,4,0.36008,0
4814,MOL004814,lh_gc_Molecule108.mol2,Isotrifoliol,31.9447872421,298.260,2.994,0.53396,-0.24868,7.907573,2,6,0.42422,0
4815,MOL004815,lh_gc_Molecule109.mol2,"(E)-1-(2,4-dihydroxyphenyl)-3-(2,2-dimethylchromen-6-yl)prop-2-en-1-one",39.6168553714,322.380,3.955,0.66355,-0.11920,16.164907,2,4,0.35077,0
4816,MOL004816,lh_gc_Molecule110.mol2,"(2R)-1-[2,4-dihydroxy-5-(3-methylbut-2-enyl)phenyl]-2-hydroxy-3-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]propan-1-one",1.06411018498,410.550,5.956,0.32585,-0.34960,,4,5,0.47575,0
4817,MOL004817,lh_gc_Molecule111.mol2,kanzonols K,0.969693981215,436.540,5.761,0.75712,0.05238,,3,6,0.66354,0
4818,MOL004818,lh_gc_Molecule112.mol2,kanzonols L,0.980581465154,490.640,7.039,0.70493,0.11393,,3,6,0.77581,0
4819,MOL004819,lh_gc_Molecule113.mol2,kanzonols T,17.8689897618,440.530,4.409,0.05311,-0.65595,,5,7,0.66937,0
4820,MOL004820,lh_gc_Molecule114.mol2,kanzonols W,50.48007599,336.360,3.631,0.62607,0.03706,0.150974,2,5,0.51704,0
4821,MOL004821,lh_gc_Molecule115.mol2,kanzonols X,7.56228429303,394.550,6.607,1.09702,0.34080,,3,4,0.556,0
4822,MOL004822,lh_gc_Molecule116.mol2,"(E)-1-(2,4-dihydroxyphenyl)-3-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]prop-2-en-1-one",1.04109077918,324.400,4.756,0.54716,-0.22045,,3,4,0.27486,0
4823,MOL004823,lh_gc_Molecule117.mol2,licoagropin,27.1412596635,320.460,5.770,1.63229,1.07694,,0,2,0.51258,0
4824,MOL004824,lh_gc_Molecule118.mol2,"(2S)-6-(2,4-dihydroxyphenyl)-2-(2-hydroxypropan-2-yl)-4-methoxy-2,3-dihydrofuro[3,2-g]chromen-7-one",60.2504090841,384.410,2.957,0.00058,-0.75679,4.313134,3,7,0.63433,0
4825,MOL004825,lh_gc_Molecule12(2).mol2,glyinflanin A,1.06480921273,408.530,6.050,0.69223,0.03012,,4,5,0.4785,0.38293961
5812,MOL005812,lmm_cp_Molecule004.mol2,naringin,6.91781589691,580.590,-0.465,-1.99313,-2.99606,,8,14,0.77847,0.30537575
4827,MOL004827,lh_gc_Molecule126.mol2,Semilicoisoflavone B,48.777551935,352.360,2.852,0.45180,-0.32964,17.021164,3,6,0.54732,0
4828,MOL004828,lh_gc_Molecule128.mol2,Glepidotin A,44.7218746499,338.380,3.895,0.78639,0.06497,16.093833,3,5,0.34685,0
4829,MOL004829,lh_gc_Molecule129.mol2,Glepidotin B,64.462923857,340.400,3.876,0.45507,-0.09264,15.979873,3,5,0.34485,0
4830,MOL004830,lh_gc_Molecule13.mol2,Octadiene,34.531862265,110.220,3.186,1.81343,2.06793,3.74934,0,0,0.0075775,0
4831,MOL004831,lh_gc_Molecule13(2).mol2,"(E)-1-[2,4-dihydroxy-3-(3-methylbut-2-enyl)phenyl]-3-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]prop-2-en-1-one",1.02303883492,392.530,6.613,0.80526,0.01449,,3,4,0.45318,0.3708941
4832,MOL004832,lh_gc_Molecule130.mol2,WLN: 4OVR,48.4127775715,178.250,3.014,1.31407,1.41831,7.276485,0,2,0.040921,0
4833,MOL004833,lh_gc_Molecule131.mol2,Phaseolinisoflavan,32.0081077239,324.400,3.949,1.00516,0.45837,2.656577,2,4,0.44538,0
4834,MOL004834,lh_gc_Molecule132.mol2,3-(2-hydroxy-4-methoxyphenyl)-2H-chromen-7-ol,4.66464932186,270.300,2.962,0.88826,0.15573,,2,4,0.21087,0
4835,MOL004835,lh_gc_Molecule133.mol2,Glypallichalcone,61.5970622724,284.330,3.402,0.76307,0.22993,17.013948,1,4,0.18993,0
4836,MOL004836,lh_gc_Molecule135.mol2,echinatin,66.58401815,270.300,3.151,0.38086,-0.18165,19.560643,2,4,0.16689,0
4837,MOL004837,lh_gc_Molecule137.mol2,Karenzu DK2,62.257259561,224.270,3.155,0.93527,0.64373,33.720568,0,2,0.097803,0
4838,MOL004838,lh_gc_Molecule14(2).mol2,"8-(6-hydroxy-2-benzofuranyl)-2,2-dimethyl-5-chromenol",58.437280912,308.350,4.196,0.99923,0.33547,8.714402,2,4,0.38106,0.33674476
4839,MOL004839,lh_gc_Molecule140.mol2,"(1S,2S)-1,2-dimethylcyclopentane",41.779188482,98.210,2.785,1.78077,2.25560,10.9298,0,0,0.010335,0
4840,MOL004840,lh_gc_Molecule141.mol2,Liconeolignan,4.40557906762,354.430,5.232,1.00307,0.03690,,2,5,0.4028,0
4841,MOL004841,lh_gc_Molecule143.mol2,Licochalcone B,76.7573548473,286.300,2.883,0.46786,-0.46034,17.017968,3,5,0.1935,0
4842,MOL004842,lh_gc_Molecule144.mol2,licochalcone C,4.43878387825,338.430,5.007,0.62664,0.05413,,2,4,0.29203,0
4843,MOL004843,lh_gc_Molecule145.mol2,licochalconeD,1.0106202825,354.430,4.740,0.47266,0.05544,,3,5,0.34281,0
4844,MOL004844,lh_gc_Molecule146.mol2,glabrol,4.24780918838,392.530,6.278,0.83830,0.06186,,2,4,0.54375,0
4845,MOL004845,lh_gc_Molecule147.mol2,apioglycyrrhizin,17.80122953,779.030,2.544,-1.91203,-2.67044,,7,14,0.13639,0
4846,MOL004846,lh_gc_Molecule147_qt.mol2,apioglycyrrhizin_qt,23.7268453736,470.760,5.491,0.09656,-0.56457,,2,4,0.74287,0
4847,MOL004847,lh_gc_Molecule15.mol2,"2,2-DIMETHYLPENTANE",55.3286406097,100.230,3.111,1.78592,2.11355,10.9972,0,0,0.0083461,0
4848,MOL004848,lh_gc_Molecule15(2).mol2,licochalcone G,49.2549633213,354.430,4.349,0.64351,-0.03809,15.753666,3,5,0.32325,0.35026753
4849,MOL004849,lh_gc_Molecule150.mol2,"3-(2,4-dihydroxyphenyl)-8-(1,1-dimethylprop-2-enyl)-7-hydroxy-5-methoxy-coumarin",59.62247498,368.410,4.026,0.40477,-0.22774,0.686474,3,6,0.42894,0
4850,MOL004850,lh_gc_Molecule151.mol2,liquoric acid,25.44192687,484.740,4.054,-0.00739,-0.51976,,2,5,0.54761,0
4851,MOL004851,lh_gc_Molecule152.mol2,Licoflavone,18.7521038721,322.380,4.458,0.81891,-0.30566,,2,4,0.33262,0
4852,MOL004852,lh_gc_Molecule153.mol2,7-hydroxy-2-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]-6-(3-methylbut-2-enyl)chromone,4.44101254527,390.510,6.315,0.88021,-0.17338,,2,4,0.55723,0
4853,MOL004853,lh_gc_Molecule154.mol2,Licoflavonol,8.74925350165,354.380,3.628,0.49117,-0.29831,,4,6,0.40191,0
4385,MOL004385,lbh_yyh_Molecule124.mol2,Yinyanghuo D,13.9852424578,338.380,4.191,0.61353,-0.53183,,3,5,0.37995,0
4855,MOL004855,lh_gc_Molecule156.mol2,Licoricone,63.578459384,382.440,4.156,0.53458,-0.14145,16.368987,2,6,0.4712,0
4856,MOL004856,lh_gc_Molecule157.mol2,Gancaonin A,51.0751910719,352.410,4.172,0.79655,0.12653,16.821128,2,5,0.40378,0
4857,MOL004857,lh_gc_Molecule158.mol2,Gancaonin B,48.7944020143,368.410,3.905,0.57511,-0.09882,16.487267,3,6,0.44924,0
4858,MOL004858,lh_gc_Molecule159.mol2,Gancaonin C,2.8682962162,354.380,2.830,0.13783,-0.87494,,4,6,0.41708,0
4859,MOL004859,lh_gc_Molecule16.mol2,"2,3-dimethylhexane",46.2359728457,114.260,3.612,1.77919,2.16452,11.013292,0,0,0.0091903,0
486,MOL000486,fyp_jxt_Molecule322.mol2,Prunetin,5.413647824,284.280,2.316,0.64692,-0.24634,,2,5,0.2389,0
4860,MOL004860,lh_gc_Molecule16(2).mol2,licorice glycoside E,32.8874347926,693.710,1.589,-2.06015,-2.80412,25.391981,7,14,0.27218,0.30588225
4861,MOL004861,lh_gc_Molecule160.mol2,Gancaonin D,2.71507605751,384.410,2.814,-0.10623,-0.93196,,4,7,0.51055,0
4862,MOL004862,lh_gc_Molecule161.mol2,"(2R)-2-[3,4-dihydroxy-5-(3-methylbut-2-enyl)phenyl]-5,7-dihydroxy-8-(3-methylbut-2-enyl)chroman-4-one",1.21048998318,424.530,5.743,0.51081,-0.35493,,4,6,0.6262,0
4863,MOL004863,lh_gc_Molecule162.mol2,"3-(3,4-dihydroxyphenyl)-5,7-dihydroxy-8-(3-methylbut-2-enyl)chromone",66.37125046,354.380,3.654,0.51836,-0.13356,15.811502,4,6,0.41392,0
4864,MOL004864,lh_gc_Molecule163.mol2,"5,7-dihydroxy-3-(4-methoxyphenyl)-8-(3-methylbut-2-enyl)chromone",30.4887767327,352.410,4.172,0.90360,0.20983,14.989167,2,5,0.41002,0
4865,MOL004865,lh_gc_Molecule164.mol2,"5,7-dihydroxy-3-(2-hydroxy-4-methoxy-phenyl)-6-(3-methylbut-2-enyl)chromone",2.46619265517,368.410,3.905,0.57635,-0.14184,,3,6,0.44855,0
4866,MOL004866,lh_gc_Molecule165.mol2,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-(3-methylbut-2-enyl)chromone",44.15196126,354.380,3.924,0.48037,-0.27591,16.770365,4,6,0.41482,0
4867,MOL004867,lh_gc_Molecule166.mol2,Gancaonin P,1.41391727289,370.380,3.360,0.27042,-0.39872,,5,7,0.44914,0
4868,MOL004868,lh_gc_Molecule167.mol2,Gancaonin Q,8.97616857164,406.510,6.048,0.85936,-0.00973,,3,5,0.59825,0
4869,MOL004869,lh_gc_Molecule168.mol2,Gancaonin R,1.26159511878,382.540,6.904,1.02964,0.25479,,4,4,0.37435,0
4870,MOL004870,lh_gc_Molecule169.mol2,Gancaonin S,1.26159511878,382.540,6.904,0.97924,0.17746,,4,4,0.37563,0
4871,MOL004871,lh_gc_Molecule17.mol2,"(3S)-2,3-dimethylpentane",35.5729596711,100.230,3.156,1.77919,2.23481,11.1934,0,0,0.0071236,0
4872,MOL004872,lh_gc_Molecule170.mol2,gancaonin T,1.04354672631,398.540,5.445,0.49677,-0.43409,,4,5,0.52555,0
4873,MOL004873,lh_gc_Molecule171.mol2,Gancaonin U,14.5291430589,380.520,6.593,1.08117,0.59555,,4,4,0.52801,0
4874,MOL004874,lh_gc_Molecule172.mol2,Gancaonin V,1.244728117,312.390,4.736,0.73051,0.03596,,4,4,0.33687,0
4875,MOL004875,lh_gc_Molecule173.mol2,"3-[4,6-dihydroxy-2-methoxy-3-(3-methylbut-2-enyl)phenyl]-7-hydroxy-chromone",2.47013676686,368.410,3.905,0.43279,-0.29722,,3,6,0.43993,0
4876,MOL004876,lh_gc_Molecule174.mol2,Glycyram,19.6173346171,823.040,2.415,-2.65678,-2.85948,,8,16,0.11053,0
4877,MOL004877,lh_gc_Molecule177.mol2,Licoricidin,0.985551764899,424.580,6.591,0.96061,0.30003,,3,5,0.62419,0
4878,MOL004878,lh_gc_Molecule178.mol2,Glycycoumarin,23.5618832655,368.410,4.416,0.52373,-0.24431,,3,6,0.44043,0
4879,MOL004879,lh_gc_Molecule179.mol2,Glycyrin,52.6065716603,382.440,4.667,0.58707,-0.12803,1.309684,2,6,0.47466,0
4880,MOL004880,lh_gc_Molecule18.mol2,"5,6,7,8-Tetrahydro-2,4-dimethylquinoline",49.7748545931,161.270,2.969,1.64215,1.70193,-2.842228,0,1,0.049013,0
4881,MOL004881,lh_gc_Molecule18(2).mol2,"(E)-1-[2,4-dihydroxy-3-(3-methylbut-2-enyl)phenyl]-3-(2,4-dihydroxyphenyl)prop-2-en-1-one",1.36069566129,340.400,4.489,0.49768,-0.22110,,4,5,0.30435,0.37699118
4882,MOL004882,lh_gc_Molecule180.mol2,Licocoumarone,33.2108506811,340.400,4.981,0.84292,0.05669,9.655128,3,5,0.3568,0
4883,MOL004883,lh_gc_Molecule181.mol2,Licoisoflavone,41.6102188517,354.380,3.654,0.37192,-0.27197,16.090805,4,6,0.41646,0
4884,MOL004884,lh_gc_Molecule182.mol2,Licoisoflavone B,38.9287088773,352.360,2.852,0.46386,-0.18099,15.732144,3,6,0.54714,0
4885,MOL004885,lh_gc_Molecule183.mol2,licoisoflavanone,52.4662470622,354.380,2.968,0.39184,-0.22336,15.6733,3,6,0.54488,0
4886,MOL004886,lh_gc_Molecule184.mol2,licorice-saponin C2,59.6581799796,807.040,3.096,-2.27949,-2.88865,3.564053,8,15,0.11439,0
4887,MOL004887,lh_gc_Molecule184_qt.mol2,licorice-saponin C2_qt,17.3260674195,454.760,6.172,0.47782,-0.30500,,2,3,0.76135,0
4888,MOL004888,lh_gc_Molecule187.mol2,licorice-saponin F3,17.6795008785,983.180,1.315,-2.81525,-3.46803,,10,21,0.026112,0
4889,MOL004889,lh_gc_Molecule187_qt.mol2,licorice-saponin F3_qt,27.5321419488,454.760,5.929,0.74188,0.07316,,1,3,0.63586,0
4890,MOL004890,lh_gc_Molecule19.mol2,"(4S)-2,4-dimethylhexane",37.1261572655,114.260,3.612,1.76606,2.19366,10.9533,0,0,0.0086447,0
4891,MOL004891,lh_gc_Molecule19(2).mol2,shinpterocarpin,80.2952768786,322.380,3.461,1.10145,0.68497,6.504219,1,4,0.72746,0.31749722
4892,MOL004892,lh_gc_Molecule191.mol2,licorice-saponin G2,6.39056122535,839.040,1.325,-2.01108,-2.84298,,9,17,0.10796,0
4893,MOL004893,lh_gc_Molecule191_qt.mol2,licorice-saponin G2_qt,22.7787558649,486.760,4.401,-0.26931,-0.74298,,3,5,0.72414,0
4894,MOL004894,lh_gc_Molecule194.mol2,licorice-saponin H2,44.3731234465,823.040,2.415,-2.08275,-2.82592,5.091025,8,16,0.11049,0
4895,MOL004895,lh_gc_Molecule194_qt.mol2,licorice-saponin H2_qt,22.9060392206,470.760,5.491,0.01320,-0.47852,,2,4,0.74292,0
4896,MOL004896,lh_gc_Molecule197.mol2,licorice-saponin J2,6.25115114894,825.060,2.255,-2.24715,-2.83908,,9,16,0.11169,0
4897,MOL004897,lh_gc_Molecule197_qt.mol2,licorice-saponin J2_qt,28.30088392,472.780,5.331,0.04152,-0.82069,,3,4,0.7441,0
4898,MOL004898,lh_gc_Molecule2(2).mol2,"(E)-3-[3,4-dihydroxy-5-(3-methylbut-2-enyl)phenyl]-1-(2,4-dihydroxyphenyl)prop-2-en-1-one",46.267922558,340.400,4.489,0.40751,-0.39983,15.235741,4,5,0.3062,0.43293798
4899,MOL004899,lh_gc_Molecule20(2).mol2,licorice-saponin B2,58.5477217276,809.060,3.346,-2.40388,-2.95608,4.238641,8,15,0.11436,0.30340672
4900,MOL004900,lh_gc_Molecule200.mol2,licorice-saponin K2,7.82103086868,823.040,2.005,-2.64067,-3.25358,,9,16,0.11171,0
4901,MOL004901,lh_gc_Molecule200_qt.mol2,licorice-saponin K2_qt,27.78625391,470.760,5.081,0.04612,-0.6743,,3,4,0.7461,0
4902,MOL004902,lh_gc_Molecule203.mol2,glycyrrhetol,14.657840784,456.780,5.282,0.36017,-0.25965,,2,3,0.75393,0
4903,MOL004903,lh_gc_Molecule204.mol2,liquiritin,65.6901116476,418.430,0.661,-1.06319,-1.93387,17.963075,5,9,0.73893,0
4904,MOL004904,lh_gc_Molecule206.mol2,licopyranocoumarin,80.3600133085,384.410,3.036,0.13121,-0.62420,0.084551,3,7,0.6535,0
4905,MOL004905,lh_gc_Molecule207.mol2,"3,22-Dihydroxy-11-oxo-delta(12)-oleanene-27-alpha-methoxycarbonyl-29-oic acid",34.31942477,512.750,4.368,-0.05707,-0.74779,3.557601,1,6,0.54718,0
4906,MOL004906,lh_gc_Molecule21(2).mol2,Hispaglabridin B,22.9382351199,390.510,5.003,1.17974,0.61710,,1,4,0.88246,0.31206438
4907,MOL004907,lh_gc_Molecule210.mol2,Glyzaglabrin,61.0688863093,298.260,2.100,0.34043,-0.19518,21.202402,2,6,0.35347,0
4908,MOL004908,lh_gc_Molecule211.mol2,Glabridin,53.2451432754,324.400,3.949,0.97152,0.36127,0.026433,2,4,0.46967,0
4909,MOL004909,lh_gc_Molecule212.mol2,glabrolide,17.4626439837,468.740,4.998,0.29057,-0.47821,,1,4,0.612,0
4910,MOL004910,lh_gc_Molecule213.mol2,Glabranin,52.8956550837,324.400,4.422,0.97224,0.30943,16.242611,2,4,0.31208,0
4911,MOL004911,lh_gc_Molecule214.mol2,Glabrene,46.266857212,322.380,3.766,0.98912,0.04182,3.629029,2,4,0.43902,0
4912,MOL004912,lh_gc_Molecule215.mol2,Glabrone,52.5121741913,336.360,3.119,0.58553,-0.11151,16.091267,2,5,0.49645,0
4913,MOL004913,lh_gc_Molecule216.mol2,"1,3-dihydroxy-9-methoxy-6-benzofurano[3,2-c]chromenone",48.1415423489,298.260,2.994,0.47616,-0.18646,8.86543,2,6,0.42831,0
4914,MOL004914,lh_gc_Molecule217.mol2,"1,3-dihydroxy-8,9-dimethoxy-6-benzofurano[3,2-c]chromenone",62.9013548591,328.290,2.978,0.39772,-0.34196,9.322483,2,7,0.52759,0
4915,MOL004915,lh_gc_Molecule219.mol2,Eurycarpin A,43.2772842533,338.380,3.921,0.43309,-0.06430,17.095728,3,5,0.37429,0
4916,MOL004916,lh_gc_Molecule22.mol2,2-methyl-5-propyl -nonane,15.2763640687,184.410,5.893,1.80829,2.03199,,0,0,0.027139,0
4917,MOL004917,lh_gc_Molecule220.mol2,glycyroside,37.2503193207,562.570,-0.730,-1.57693,-2.56063,14.62209,6,13,0.79156,0
4918,MOL004918,lh_gc_Molecule224.mol2,HEX,52.4976665458,86.200,3.109,1.78197,2.13521,10.7978,0,0,0.0032498,0
4919,MOL004919,lh_gc_Molecule225.mol2,Sextone B,56.2004767868,98.210,2.989,1.77198,2.14007,10.8499,0,0,0.0095813,0
4920,MOL004920,lh_gc_Molecule226.mol2,Methylcyclopentane,55.7789070106,84.180,2.533,1.78823,2.21873,10.9675,0,0,0.0063993,0
