molecule_ID,MOL_ID,file_ID,molecule_name,ob,mw,alogp,caco2,bbb,halflife,hdon,hacc,dl,FASA
2312,MOL002312,lbh_dqy_Molecule15.mol2,"[(3S,4R,5R)-5-[[(2R,3S,4S,5R,6S)-6-(2-acetyl-5-methoxyphenoxy)-3,4,5-trihydroxyoxan-2-yl]methoxy]-3,4-dihydroxyoxolan-3-yl]methyl 3,4,5-trihydroxybenzoate",5.61416277167,612.590,-0.786,-2.16845,-3.07157,,8,16,0.63433,0.34012115
2323,MOL002323,lbh_dqy_Molecule5.mol2,L-Adenosine,18.0617572058,267.280,-2.020,-1.42357,-1.98718,,5,8,0.17879,0.22050385
2377,MOL002377,lbh_fxy_Molecule4.mol2,Kaempferol-3-arabofuranoside,2.72821756059,418.380,0.191,-1.07780,-2.01097,,6,10,0.65082,0.3444536
2526,MOL002526,lbh_glj_Molecule100.mol2,3691-11-0,23.6559285618,204.390,4.993,1.85599,2.04812,,0,0,0.072163,0.25492966
2669,MOL002669,lbh_hb_Molecule5.mol2,Campesteryl ferulate,22.0978489182,576.940,9.855,1.09830,0.05691,,1,4,0.59241,0.26216573
269,MOL000269,fyp_dk_Molecule196.mol2,Elemicin,21.94067579,208.280,2.789,1.41468,1.28246,,0,3,0.060865,0.20438212
2879,MOL002879,lbh_hjs_Molecule36.mol2,Diop,43.5933254731,390.620,7.439,0.79340,0.26014,3.599307,0,4,0.39247,0.27659455
29,MOL000029,fyp_bz_Molecule19.mol2,beta-Humulene,26.866432388,204.390,5.089,1.82014,2.01289,,0,0,0.061239,0
449,MOL000449,fyp_htp_Molecule484.mol2,Stigmasterol,43.8298515785,412.770,7.640,1.44458,1.00045,5.574595,1,1,0.75665,0.21679397
3346,MOL003346,lbh_lq_Molecule368.mol2,Psuedohypericin,16.9433780045,520.460,3.798,-0.20027,-1.60807,,7,9,0.073558,0.33713591
358,MOL000358,fyp_hjs_Molecule461_qt.mol2,beta-sitosterol,36.9139058327,414.790,8.084,1.32463,0.98588,5.355491,1,1,0.75123,0.22550575
36,MOL000036,fyp_bz_Molecule25.mol2,beta-caryophyllene,29.7022945117,204.390,4.753,1.82766,2.06535,,0,0,0.089893,0
3648,MOL003648,lbh_sdg_Molecule30_qt.mol2,Inermin,65.8309314467,284.280,2.442,0.91157,0.36121,11.733531,1,5,0.53754,0.30202371
3845,MOL003845,lbh_sy_Molecule15.mol2,Folinic acid,23.6004345707,473.500,-0.039,-1.70085,-2.57962,,8,14,0.74014,0.34279665
3902,MOL003902,lbh_tlz_Molecule.mol2,methyl (Z)-icos-11-enoate,29.4944294873,324.610,7.999,1.41170,1.10618,,0,2,0.22588,0.16475536
4100,MOL004100,lbh_xfh_Molecule33.mol2,N-Salicylidene-salicylamine,95.4574876579,227.280,2.899,1.11899,0.48451,3.843168,2,3,0.10926,0
4174,MOL004174,lbh_xxc_Molecule13.mol2,epsilon-Cadinene,16.4104314754,204.390,4.853,1.82033,2.12369,,0,0,0.077488,0.28934929
422,MOL000422,fyp_hq_Molecule260.mol2,kaempferol,41.8822495352,286.250,1.771,0.26096,-0.55335,14.743371,4,6,0.24066,0
4237,MOL004237,lbh_yj_Molecule100.mol2,δ-elemene,25.9902226512,204.390,4.734,1.84114,2.10173,,0,0,0.060207,0.30592024
4275,MOL004275,lbh_yj_Molecule165.mol2,"(1R,4E,7E,11R)-1,5,9,9-tetramethyl-12-oxabicyclo[9.1.0]dodeca-4,7-diene",23.658652208,220.390,3.801,1.57944,1.77393,,0,1,0.09682,0.28571108
4492,MOL004492,lbh_zm_Molecule14.mol2,Chrysanthemaxanthin,38.7239811459,584.960,8.242,0.50972,-0.98386,17.474598,2,3,0.58352,0.29780135
4498,MOL004498,lbh_zm_Molecule2.mol2,12-O-Nicotinoylisolineolone,20.7042736914,469.630,1.316,-0.53556,-1.18582,,3,7,0.83406,0.30531505
4647,MOL004647,lh_ch_Molecule2873.mol2,TDA,22.3156735702,214.390,4.999,1.03746,0.89290,,1,2,0.054133,0.20562543
5155,MOL005155,lh_nzz_Molecule2206.mol2,ginsenoside Ro_qt,17.6209776361,455.770,5.744,0.37817,0.05312,,1,3,0.75859,0.038952813
5269,MOL005269,lh_rs_Molecule2322.mol2,(+)-Maalioxide,55.92680377,222.410,3.466,1.59073,1.92774,16.636766,0,1,0.127,0.21910881
5270,MOL005270,lh_rs_Molecule2324.mol2,n-Heptadecanol,12.9664174657,256.530,6.901,1.30596,0.98090,,1,1,0.093861,0.15054052
5271,MOL005271,lh_rs_Molecule2325.mol2,1-HEXADECYNE,3.94379198459,222.460,7.856,1.89100,1.87035,,0,0,0.063045,0.23249847
5272,MOL005272,lh_rs_Molecule2328.mol2,13-Tetradecenyl acetate,36.7603806659,254.460,5.521,1.35811,1.06165,5.709707,0,2,0.10041,0.20329447
5273,MOL005273,lh_rs_Molecule2329.mol2,16-Oxoseratenediol,15.1008015416,456.780,5.521,0.40202,-0.24669,,2,3,0.75175,0.24406187
5274,MOL005274,lh_rs_Molecule2330.mol2,Neohexane,37.8094186683,86.200,2.654,1.77234,2.16151,11.0491,0,0,0.006562,0.25203741
5275,MOL005275,lh_rs_Molecule2331.mol2,"2,3,4-Trimethyldecane",16.1476750039,184.410,5.689,1.81579,2.07902,,0,0,0.03038,0.20896839
5276,MOL005276,lh_rs_Molecule2332.mol2,"2,3,8-Trimethyldecane",5.50878724754,184.410,5.689,1.79418,1.94808,,0,0,0.030214,0.21711501
5277,MOL005277,lh_rs_Molecule2333.mol2,"2,6,10,15-tetramethylheptadecane",13.7337772742,296.650,9.134,1.84954,1.85828,,0,0,0.12959,0.19033186
5278,MOL005278,lh_rs_Molecule2334.mol2,2-METHYLTRIDECANE,5.74985641957,198.440,6.554,1.81132,1.89932,,0,0,0.039044,0.17842261
5279,MOL005279,lh_rs_Molecule2335.mol2,ginsenoside-Rh1,3.858921997,638.980,2.873,-1.16932,-2.13794,,7,9,0.57239,0.25048676
5280,MOL005280,lh_rs_Molecule2335_qt.mol2,ginsenoside-Rh1_qt,20.1270441847,476.820,4.620,-0.02179,-0.89565,,4,4,0.77963,0.23937465
5281,MOL005281,lh_rs_Molecule2337.mol2,20(S)-Ginsenoside-Rh1,3.94224853087,638.980,2.873,-1.09950,-2.03850,,7,9,0.57259,0.25348958
5282,MOL005282,lh_rs_Molecule2337_qt.mol2,20(S)-Ginsenoside-Rh1_qt,20.12704418,476.820,4.620,0.1701,-0.55977,,4,4,0.77995,0.23764333
5283,MOL005283,lh_rs_Molecule2339.mol2,20(S)-ginsenoside-Rg2,10.0922964744,785.140,2.015,-1.94280,-2.78281,,9,13,0.25819,0.2255915
5284,MOL005284,lh_rs_Molecule2339_qt.mol2,"(3S,5R,6S,8R,9R,10R,12R,13R,14R,17S)-17-[(2S)-2-hydroxy-6-methylhept-5-en-2-yl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,6,12-triol",20.1270441847,476.820,4.620,0.00744,-0.82469,,4,4,0.77961,0.24727343
5285,MOL005285,lh_rs_Molecule2341.mol2,20(s)-protopanaxadiol,29.692037474,460.820,5.790,0.56506,-0.06912,,3,3,0.77148,0.23129147
5286,MOL005286,lh_rs_Molecule2342.mol2,20(R)-ginsenoside Rg2,10.09229647,785.140,2.015,-1.95934,-2.95206,,9,13,0.25878,0.26833531
5287,MOL005287,lh_rs_Molecule2344.mol2,20-(S)-Ginsenoside-Rg3,13.689891307,785.140,2.296,-1.65155,-2.46881,,9,13,0.21593,0.24451292
5288,MOL005288,lh_rs_Molecule2344_qt.mol2,20-(S)-Ginsenoside-Rg3_qt,29.692037474,460.820,5.790,0.54867,-0.11669,,3,3,0.7707,0.24100263
5289,MOL005289,lh_rs_Molecule2348.mol2,"3,4-Dimethylheptane",46.6745350067,128.290,4.069,1.77773,2.05259,11.017284,0,0,0.012044,0.23520035
5290,MOL005290,lh_rs_Molecule2349.mol2,"3,5-Dimethyl-p-anisic acid",61.1054574951,180.220,2.390,0.75048,0.55553,2.109979,1,3,0.047297,0.34254909
5291,MOL005291,lh_rs_Molecule2350.mol2,3-O-beta-D-Glucuronopyranosyl gypsogenin,8.68058511918,646.900,4.050,-0.77932,-1.36766,,5,10,0.32446,0.27031866
5292,MOL005292,lh_rs_Molecule2350_qt.mol2,3-O-beta-D-Glucuronopyranosyl gypsogenin_qt,23.7164673587,470.760,5.588,0.22366,-0.39723,,2,4,0.7457,0.25823718
5293,MOL005293,lh_rs_Molecule2352.mol2,3-Ethyl-3-methylheptane,37.3344708197,142.320,4.479,1.80872,2.16402,10.451984,0,0,0.017734,0.22879441
5294,MOL005294,lh_rs_Molecule2353.mol2,3-methylheptane,37.0962491709,114.260,3.817,1.80131,2.17582,10.553592,0,0,0.0079803,0.21725048
5295,MOL005295,lh_rs_Molecule2354.mol2,3-methylundecane,6.57435270994,170.380,5.642,1.79077,1.96162,,0,0,0.023915,0.18686752
5296,MOL005296,lh_rs_Molecule2355.mol2,4-Methyldodecane,6.38948713442,184.410,6.098,1.80991,2.05291,,0,0,0.030047,0.17492546
5297,MOL005297,lh_rs_Molecule2356.mol2,5-Isobutylnonane,6.08008988903,184.410,5.893,1.81674,2.10362,,0,0,0.026968,0.20067698
5298,MOL005298,lh_rs_Molecule2357.mol2,5-heptadec-12-enylresorcinol,3.29074325651,346.610,8.636,1.38226,0.78970,,2,2,0.3225,0.24865651
5299,MOL005299,lh_rs_Molecule2358.mol2,5-methyl-tetradecane,16.1532531765,212.470,7.010,1.82706,2.02364,,0,0,0.046466,0.1784157
5300,MOL005300,lh_rs_Molecule2359.mol2,6'-Malonylginsenoside Rd1,6.70401534976,1195.510,-1.034,-4.20567,-5.38767,,15,26,0.026846,0.28590229
5301,MOL005301,lh_rs_Molecule2359_qt1.mol2,6'-Malonylginsenoside Rd1_qt1,29.692037474,460.820,5.790,0.56438,-0.13296,,3,3,0.77247,0.24574362
5302,MOL005302,lh_rs_Molecule2362.mol2,7-(beta-Xylosyl)cephalomannine,27.3256184532,962.150,1.972,-1.67301,-2.24794,,6,18,0.17471,0.3170208
5303,MOL005303,lh_rs_Molecule2363.mol2,7-Tetradecyne,20.0659626716,194.400,6.436,1.92781,1.81176,,0,0,0.039931,0.1940579
5304,MOL005304,lh_rs_Molecule2364.mol2,7alpha-L-Rhamnosyl-6-methoxylutcolin,15.0296892044,462.440,1.034,-0.68902,-1.98705,,6,11,0.78679,0.29278496
5305,MOL005305,lh_rs_Molecule2364_qt.mol2,Nepetin,26.7503827268,316.280,2.051,0.37211,-0.78359,,4,7,0.30835,0.27230537
5306,MOL005306,lh_rs_Molecule2366.mol2,Acetal,26.3961142837,118.200,0.778,1.24977,1.46111,,0,2,0.0087235,0.22704189
5307,MOL005307,lh_rs_Molecule2367.mol2,Adenosine triphosphate,8.22979467231,491.220,-4.297,-3.09740,-3.74724,,8,16,0.5781,0.38379782
5308,MOL005308,lh_rs_Molecule2370.mol2,Aposiopolamine,66.6469071303,271.340,1.393,0.65617,0.40163,3.54251,1,4,0.21999,0.34658128
5309,MOL005309,lh_rs_Molecule2371.mol2,Araloside A,16.9636772108,927.210,1.743,-3.32347,-3.73710,,10,18,0.063469,0.25648561
5310,MOL005310,lh_rs_Molecule2371_qt.mol2,"(4aS,6aR,6aS,6bR,8aR,10S,12aR,14bR)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",14.3558859688,456.780,6.422,0.59912,0.09631,,2,3,0.7559,0.24732243
5311,MOL005311,lh_rs_Molecule2373.mol2,Argininyl-fructosyl-glucose,0.740573214207,498.560,-4.628,-3.12208,-3.74835,,13,16,0.61876,0.24904025
5312,MOL005312,lh_rs_Molecule2373_qt.mol2,Argininyl-fructosyl-glucose_qt,11.2504527491,336.400,-2.881,-1.73572,-2.30007,,10,11,0.21957,0.25041762
5313,MOL005313,lh_rs_Molecule2376.mol2,"5-[(3aS,6R,6aR)-2-keto-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-6-yl]valeric acid",75.7530284988,244.350,0.645,-0.04352,-0.27747,3.719791,3,5,0.095535,0.31860018
5314,MOL005314,lh_rs_Molecule2378.mol2,Celabenzine,101.882595439,379.550,2.290,0.77185,0.05084,8.149909,2,5,0.48772,0.34983051
5315,MOL005315,lh_rs_Molecule2380.mol2,(R)-()-Citronellal,50.7785154756,154.280,3.019,1.37432,1.60853,5.351406,0,1,0.020405,0.27698213
5316,MOL005316,lh_rs_Molecule2381.mol2,MAV,56.1720145929,194.160,-2.305,-2.13843,-4.77183,11.26566,5,7,0.055106,0.33721232
5317,MOL005317,lh_rs_Molecule2383.mol2,Deoxyharringtonine,39.2744398817,515.660,3.127,0.18714,-0.24531,7.898127,1,9,0.8116,0.22551122
5318,MOL005318,lh_rs_Molecule2384.mol2,Dianthramine,40.446411869,289.260,2.054,-0.22511,-0.97409,5.144361,5,7,0.19676,0.4239246
5319,MOL005319,lh_rs_Molecule2386.mol2,Ditertbutyl phthalate,43.6686735211,278.380,3.403,1.12794,1.12691,-1.905121,0,4,0.12938,0.32836044
5320,MOL005320,lh_rs_Molecule2388.mol2,arachidonate,45.5732499096,304.520,6.414,1.26865,0.57974,7.562225,1,2,0.20491,0.25808352
5321,MOL005321,lh_rs_Molecule2391.mol2,Frutinone A,65.9037307039,264.240,2.699,0.88838,0.46040,19.101307,0,4,0.34184,0.47222325
5322,MOL005322,lh_rs_Molecule2392.mol2,Gamma-Selinene,22.5808351383,204.390,4.948,1.83717,2.10580,,0,0,0.08087,0.2592876
5323,MOL005323,lh_rs_Molecule2394.mol2,ginsenoside La,17.7374016335,783.120,1.837,-1.90496,-3.25291,,8,13,0.13863,0.24095239
5324,MOL005324,lh_rs_Molecule2394_qt.mol2,ginsenoside La_qt,15.7029048812,458.800,5.330,0.64723,0.03935,,2,3,0.77942,0.24409702
5325,MOL005325,lh_rs_Molecule2396.mol2,ginsenoside Ro,1.981216791,957.240,1.233,-2.8637,-3.919,,11,19,0.054963,0.25662175
5326,MOL005326,lh_rs_Molecule2398.mol2,Ginsenoside-Ra0,7.2970445883,1271.620,-2.945,-5.56306,-6.76207,,18,28,0.014792,0.21971202
5327,MOL005327,lh_rs_Molecule2398_qt.mol2,Gypnoside V_qt,29.692037474,460.820,5.790,0.30224,-0.56555,,3,3,0.77045,0.25205582
5328,MOL005328,lh_rs_Molecule2400.mol2,Ginsenoside-Ra1,7.08945744549,1211.560,-1.923,-4.51003,-6.41450,,16,26,0.018342,0.2169521
5329,MOL005329,lh_rs_Molecule2402.mol2,Ginsenoside-Ra2,7.62157977946,1211.560,-1.923,-4.43057,-6.27892,,16,26,0.018521,0.23989289
5330,MOL005330,lh_rs_Molecule2404.mol2,Ginsenoside-Ra3,7.18674110295,1241.590,-2.434,-4.67429,-6.29704,,17,27,0.017309,0.25971124
5331,MOL005331,lh_rs_Molecule2406.mol2,ginsenoside Rb1,6.23632873437,1109.460,-1.198,-3.98694,-5.59996,,15,23,0.038125,0.22628184
5332,MOL005332,lh_rs_Molecule2406_qt.mol2,"(3R,5R,8R,9R,10R,12R,13R,14R,17S)-17-[(2S)-2-hydroxy-6-methylhept-5-en-2-yl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,12-diol",29.69203747,460.820,5.790,0.3485,-0.54215,,3,3,0.77143,0.2507664
5333,MOL005333,lh_rs_Molecule2408.mol2,ginsenoside-Rb2,6.02063085532,1079.430,-0.687,-3.92137,-5.43141,,14,22,0.043353,0.25858033
5334,MOL005334,lh_rs_Molecule2408_qt.mol2,"(3S,5R,8R,9R,10R,12R,13R,14R,17S)-17-[(2S)-2-hydroxy-6-methylhept-5-en-2-yl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,12-diol",29.692037474,460.820,5.790,0.37132,-0.51773,,3,3,0.77048,0.23894508
5335,MOL005335,lh_rs_Molecule2410.mol2,Gypenoside LXIX,7.72588074169,1079.430,-0.687,-3.57879,-5.38462,,14,22,0.043345,0.23944411
5336,MOL005336,lh_rs_Molecule2412.mol2,ginsenoside-Rc,8.15930185054,1079.430,-0.687,-3.97116,-5.69043,,14,22,0.043559,0.2454491
5337,MOL005337,lh_rs_Molecule2414.mol2,"(2S,3R,4S,5S,6R)-2-[(2S)-2-[(3S,5R,8R,9R,10R,12R,13R,14R,17S)-3-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-12-hydroxy-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,1",5.49921880628,947.300,0.549,-3.16753,-4.46671,,12,18,0.094758,0.24105927
5338,MOL005338,lh_rs_Molecule2416.mol2,Ginsenoside Re,4.27272557289,947.300,0.268,-3.20392,-4.39002,,12,18,0.12287,0.24645895
11400,MOL011400,yyf_xyc_Molecule1044.mol2,ginsenoside rf,17.7410777833,801.140,1.127,-2.22680,-3.34934,,10,14,0.24146,0.26891601
5340,MOL005340,lh_rs_Molecule2418_qt.mol2,"(3S,5R,6S,8R,9R,10R,12R,13R,14R,17S)-17-[(2R)-2-hydroxy-6-methylhept-5-en-2-yl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,6,12-triol",20.1270441847,476.820,4.620,0.20804,-0.43253,,4,4,0.77985,0.24069615
5341,MOL005341,lh_rs_Molecule2420.mol2,Sanchinoside C1,10.0424574431,801.140,1.127,-2.27086,-3.49819,,10,14,0.27807,0.24013619
5342,MOL005342,lh_rs_Molecule2422.mol2,Ginsenoside-Rg3,17.7459805,785.140,2.296,-2.01816,-2.74919,,9,13,0.21625,0.25466073
5343,MOL005343,lh_rs_Molecule2422_qt.mol2,Ginsenoside-Rg3_qt,29.692037474,460.820,5.790,0.31285,-0.58390,,3,3,0.77244,0.25511461
5344,MOL005344,lh_rs_Molecule2426.mol2,ginsenoside rh2,36.31951162,622.980,4.043,-0.50595,-1.38270,11.07625,6,8,0.55868,0.24164748
5345,MOL005345,lh_rs_Molecule2428.mol2,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[[(3S,5R,8R,9R,10R,12R,13R,14R,17S)-12-hydroxy-4,4,8,10,14-pentamethyl-17-[(2Z)-6-methylhepta-2,5-dien-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]oxane-3,4,5-triol",12.0862062174,604.960,5.009,-0.35045,-1.10938,,5,7,0.58836,0.2505469
5346,MOL005346,lh_rs_Molecule2428_qt.mol2,Ginsenoside-Rh3_qt,13.09121634,442.800,6.756,0.96938,0.42349,,2,2,0.76447,0.26376164
5347,MOL005347,lh_rs_Molecule2430.mol2,Ginsenoside-Rh4,5.21834754507,620.960,3.840,-0.73117,-1.65015,,6,8,0.59893,0.25178939
5348,MOL005348,lh_rs_Molecule2430_qt.mol2,Ginsenoside-Rh4_qt,31.1121482811,458.800,5.586,0.49755,-0.18125,6.973089,3,3,0.77829,0.248614
5349,MOL005349,lh_rs_Molecule2432.mol2,Ginsenoside-Rs1,6.26631178892,1121.470,-0.308,-3.68591,-5.36702,,13,23,0.03995,0.24066272
5350,MOL005350,lh_rs_Molecule2434.mol2,Ginsenoside-Rs2,8.13989869656,1121.470,-0.308,-4.03389,-5.58321,,13,23,0.040138,0.24371913
5351,MOL005351,lh_rs_Molecule2436.mol2,Ginsenoyne A,66.2186008207,258.390,4.297,0.98900,0.01599,5.141851,1,2,0.13444,0.35657197
5352,MOL005352,lh_rs_Molecule2437.mol2,Ginsenoyne B,39.7878067592,294.850,4.735,0.78966,-0.09505,5.821077,2,2,0.12668,0.42237774
5353,MOL005353,lh_rs_Molecule2438.mol2,Ginsenoyne C,43.38104405,276.410,3.531,0.15498,-0.8076,5.504977,3,3,0.13166,0.35932019
5354,MOL005354,lh_rs_Molecule2439.mol2,Ginsenoyne D,19.3214626607,262.430,4.944,1.07000,0.28033,,1,2,0.12903,0.31119508
5355,MOL005355,lh_rs_Molecule2440.mol2,Ginsenoyne E,36.5275042536,258.390,4.935,1.05466,0.46458,6.718615,0,2,0.13269,0.36916971
5356,MOL005356,lh_rs_Molecule2441.mol2,Girinimbin,61.2153025095,263.360,4.597,1.72097,1.22221,8.167903,1,1,0.31484,0.32605213
5357,MOL005357,lh_rs_Molecule2442.mol2,Gomisin B,31.9904242765,514.620,2.730,0.60183,0.17993,7.806144,1,9,0.82858,0.19467476
5358,MOL005358,lh_rs_Molecule2445.mol2,L-erythro-isocitric acid,32.9495888674,192.140,-1.340,-1.46424,-1.70987,11.6505,4,7,0.044297,0.40602717
5359,MOL005359,lh_rs_Molecule2446.mol2,D-erythro-Isocitric acid,65.428957409,192.140,-1.340,-1.66880,-2.21931,11.4293,4,7,0.044308,0.40177047
5360,MOL005360,lh_rs_Molecule2451.mol2,malkangunin,57.7138438371,432.560,1.835,0.21673,-0.17138,4.092061,2,7,0.62642,0.29580882
5361,MOL005361,lh_rs_Molecule2452.mol2,Malonylginsenoside Rc,7.8412987392,1165.480,-0.523,-4.27298,-5.64551,,14,25,0.030597,0.24697788
5362,MOL005362,lh_rs_Molecule2452_qt1.mol2,Malonylginsenoside Rc_qt1,29.692037474,460.820,5.790,0.44785,-0.43704,,3,3,0.77223,0.25303265
5363,MOL005363,lh_rs_Molecule2455.mol2,Malonylginsenoside Rd,8.83686051607,1033.350,0.713,-3.71561,-4.75602,,12,21,0.065535,0.28148773
5364,MOL005364,lh_rs_Molecule2455_qt1.mol2,Malonylginsenoside Rd_qt,29.692037474,460.820,5.790,0.46608,-0.23188,,3,3,0.77066,0.25674164
5365,MOL005365,lh_rs_Molecule2458.mol2,MAL,1.79931831252,342.340,-4.260,-2.70408,-6.55603,,8,11,0.24313,0.20510149
5366,MOL005366,lh_rs_Molecule2459.mol2,Malvic acid,30.9884604201,280.500,6.444,1.21748,0.81137,3.740537,1,2,0.15423,0.21415545
5367,MOL005367,lh_rs_Molecule2460.mol2,GUP,43.0427489488,180.180,-2.513,-1.81672,-4.46096,11.101592,5,6,0.044671,0.25789663
5368,MOL005368,lh_rs_Molecule2463.mol2,Methyl tricosanoate,14.6093199363,368.720,9.812,1.43096,1.07508,,0,2,0.32985,0.15730055
5369,MOL005369,lh_rs_Molecule2464.mol2,Mycosinol,82.1239821638,214.230,1.460,0.87426,-0.04859,5.674691,1,3,0.094081,0.4238894
5370,MOL005370,lh_rs_Molecule2465.mol2,NN-Dimethyldecanamide,55.4970629847,199.380,3.440,1.51238,1.72334,3.578319,0,2,0.041167,0.14041831
5371,MOL005371,lh_rs_Molecule2467.mol2,"Nonacosanediol-6,8",17.7905756178,188.350,2.792,0.56421,0.19685,,2,2,0.031056,0.21690655
5372,MOL005372,lh_rs_Molecule2468.mol2,notoginsenoside R2,17.7369932194,771.110,1.637,-2.22380,-3.11724,,9,13,0.27685,0.25382328
5373,MOL005373,lh_rs_Molecule2468_qt.mol2,notoginsenoside R2_qt,20.1270441847,476.820,4.620,0.20127,-0.49187,,4,4,0.78292,0.2419108
5374,MOL005374,lh_rs_Molecule2470.mol2,Notoginsenoside R6,4.70283779709,963.300,-0.620,-3.45736,-4.39032,,13,19,0.11605,0.24497892
5375,MOL005375,lh_rs_Molecule2472.mol2,Stearyl acetate,16.266345779,312.600,7.737,1.38619,1.06447,,0,2,0.19391,0.15384737
5376,MOL005376,lh_rs_Molecule2474.mol2,Panaxadiol,33.0879606049,460.820,5.455,0.82469,0.22661,6.342256,2,3,0.79404,0.22043145
7500,MOL007500,lxx_sq_Molecule1731.mol2,panaxatriol,15.4198447083,476.820,4.286,0.52405,-0.07198,,3,4,0.79324,0.21725561
5378,MOL005378,lh_rs_Molecule2477.mol2,Panaxytriol,33.75825582,278.430,3.922,0.05634,-0.97853,3.736697,3,3,0.12899,0.33175293
5379,MOL005379,lh_rs_Molecule2478.mol2,Pancratistatin,13.1343927924,325.300,-1.943,-1.16826,-1.78581,,6,9,0.45995,0.31626192
5380,MOL005380,lh_rs_Molecule2479.mol2,Pandamine,16.1473031942,552.790,3.874,0.11074,-0.34132,,4,9,0.79075,0.34513122
5381,MOL005381,lh_rs_Molecule2484.mol2,2-Formylpyrrole,41.5814854562,95.110,0.974,1.11797,1.43747,4.3374,1,1,0.010115,0.1397458
5382,MOL005382,lh_rs_Molecule2485.mol2,Ramalic acid,5.9970821778,346.360,3.774,0.34582,-0.13147,,3,7,0.29665,0.33487761
